town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,lat,lng
宜蘭市,宜蘭縣宜蘭市慈安路８０巷３弄２２號,65.07,住,,,1100910,土地1建物1車位0,二層,鋼筋混凝土加強磚造,651030.0,89.54,3,2,2,有,無,3200000.0,35738.0,一樓其他增建；,RPTNMLMLJIGGFBG67DA,89.54,0.0,0.0,無,,2021,9,24.76045,121.7653331
五結鄉,宜蘭縣五結鄉仁五路二段４８巷１０號,130.81,,特定農業區,甲種建築用地,1100926,土地1建物1車位0,三層,鋼筋混凝土造,850614.0,214.59,4,2,2,有,無,8300000.0,38678.0,姑嫂關係親友、員工、共有人或其他特殊關係間之交易；,RPSPMLQKJIGGFAG08EA,181.05,11.18,22.36,無,,2021,9,24.6891687,121.7870595
三星鄉,宜蘭縣三星鄉中山路一段２６０號,64.59,住,,,1100924,土地3建物1車位0,四層,鋼筋混凝土造,760311.0,164.59,3,3,3,有,無,13500000.0,82022.0,,RPVNMLOLJIGGFAG97DA,164.59,0.0,0.0,無,,2021,9,24.6655644,121.6523632
五結鄉,宜蘭縣五結鄉利成路二段３６２號,159.31,,鄉村區,乙種建築用地,1100927,土地1建物1車位0,三層,鋼筋混凝土造,820621.0,198.3,6,2,3,有,無,9580000.0,48311.0,其他增建：1樓後方鐵皮其他增建；,RPXPMLTKJIGGFAG78DA,198.3,0.0,0.0,無,,2021,9,24.6653384,121.8232379
五結鄉,宜蘭縣五結鄉西河三路１８巷１號,111.69,住,,,1100905,土地3建物1車位0,三層,鋼筋混凝土造,1100911.0,153.15,3,2,3,有,無,8900000.0,58113.0,,RPUQMLTKJIGGFAG58DA,143.27,0.0,9.88,無,,2021,9,24.7059651,121.7669012
宜蘭市,宜蘭縣宜蘭市梅洲一路２３之１７號,103.0,,特定農業區,甲種建築用地,1100929,土地2建物1車位0,四層,鋼筋混凝土造,1100714.0,197.51,4,2,5,有,無,12200000.0,61769.0,,RPTOMLSJJIGGFBG18DA,177.52,0.0,19.99,無,,2021,9,24.7764345,121.736355
冬山鄉,宜蘭縣冬山鄉梅林路８７６號,126.02,,特定農業區,甲種建築用地,1100928,土地1建物1車位0,二層,加強磚造,710701.0,131.89,0,0,2,有,無,4200000.0,31845.0,1樓增建其他增建；,RPXOMLPLJIGGFAG38DA,131.89,0.0,0.0,無,,2021,9,24.6508138,121.7389568
宜蘭市,宜蘭縣宜蘭市公園二路２６巷１１號,105.31,住,,,1100916,土地1建物1車位0,三層,鋼筋混凝土造,1101001.0,205.75,4,2,5,有,無,13980000.0,67947.0,預售屋、或土地及建物分件登記案件；,RPPPMLTKJIGGFBG08DA,189.88,0.0,15.87,無,,2021,9,24.7417278,121.7587105
羅東鎮,宜蘭縣羅東鎮北成路一段２９０號,116.0,住,,,1100914,土地1建物1車位0,二層,鋼筋混凝土造,761116.0,149.65,3,1,2,有,無,16000000.0,106916.0,,RPPNMLRLJIGGFAG67DA,149.65,0.0,0.0,無,,2021,9,24.6778805,121.7565552
五結鄉,宜蘭縣五結鄉五結中路二段９６巷１７號,130.62,農,,,1100918,土地4建物1車位0,三層,鋼筋混凝土造,1060327.0,219.35,4,2,5,有,無,13800000.0,62913.0,二樓陽台外推其他增建；,RPPNMLTKJIGGFAG77DA,207.51,0.0,11.84,無,479.0,2021,9,24.6874852,121.79805
冬山鄉,宜蘭縣冬山鄉中正路展南三巷１弄５號,253.99,住,,,1100925,土地2建物1車位0,二層,鋼筋混凝土加強磚造,680629.0,146.76,0,0,2,有,無,9800000.0,66776.0,,RPROMLMJKIGGFAG37DA,146.76,0.0,0.0,無,,2021,9,24.6357976,121.7901842
羅東鎮,宜蘭縣羅東鎮體育路４１巷８號,79.0,住,,,1100818,土地1建物1車位0,二層,鋼筋混凝土加強磚造,641117.0,96.5,4,1,2,有,無,7550000.0,78238.0,,RPQOMLKLQHGGFAG77DA,96.5,0.0,0.0,無,,2021,8,24.6695934,121.766724
冬山鄉,宜蘭縣冬山鄉鹿安路２７８巷１８弄２３號,110.03,住,,,1100814,土地4建物1車位0,三層,鋼骨鋼筋混凝土造,1030305.0,178.09,4,2,3,有,無,12520000.0,70302.0,1樓廚房後方陽台增建其他增建；,RPSPMLRJRHGGFAG68DA,162.4,0.0,15.69,無,483.0,2021,8,24.6616722,121.7678478
冬山鄉,宜蘭縣冬山鄉冬山路一段８２１巷６弄２號,88.62,住,,,1100818,土地2建物1車位0,三層,鋼筋混凝土造,1090916.0,166.83,3,2,3,有,無,8050000.0,48253.0,,RPUNMLKKRHGGFAG08DA,155.76,0.0,11.07,無,,2021,8,24.630952,121.7961907
員山鄉,宜蘭縣員山鄉隘界路９５巷２０號,130.25,,特定農業區,甲種建築用地,1100819,土地1建物1車位0,三層,鋼筋混凝土造,821006.0,182.86,4,2,4,有,無,3500000.0,19140.0,增建約4坪一樓空地其他增建；,RPPQMLNLQHGGFBG28DA,175.56,0.0,7.3,無,,2021,8,24.748098,121.686437
宜蘭市,宜蘭縣宜蘭市女中路三段４６巷１２弄３０號,106.38,住,,,1100804,土地1建物1車位0,三層,鋼筋混凝土造,880513.0,219.16,5,2,5,有,有,12500000.0,57036.0,增建一樓空地及頂樓加蓋採光罩、陽台外推；,RPSOMLTJRHGGFBG88DA,165.97,34.44,18.75,無,,2021,8,24.7462549,121.7419901
壯圍鄉,宜蘭縣壯圍鄉壯濱路四段８１號,177.61,,鄉村區,乙種建築用地,1100812,土地2建物2車位0,二層,鋼筋混凝土加強磚造,701214.0,232.2,0,0,2,有,無,7400000.0,31869.0,增值稅及規費由買方負擔。賣方賣清,RPRNMLTJRHGGFBG78EA,232.2,0.0,0.0,無,486.0,2021,8,24.7666384,121.8157491
壯圍鄉,宜蘭縣壯圍鄉富祥路２２８巷３弄５號,105.51,農,,,1100821,土地2建物1車位0,三層,鋼筋混凝土造,1060126.0,213.54,4,2,5,有,無,11150000.0,52215.0,壹樓空地陽台外推；頂樓加蓋；其他增建；,RPQOMLKKRHGGFBG87DA,201.8,0.0,11.74,無,489.0,2021,8,24.7481196,121.7953915
壯圍鄉,宜蘭縣壯圍鄉大福路三段２３２巷３５弄２號,111.44,,特定農業區,甲種建築用地,1100821,土地3建物1車位0,三層,鋼筋混凝土造,1030327.0,218.91,3,3,3,有,無,12500000.0,57101.0,二樓陽台外推、四樓露台建採光罩陽台外推；其他增建；,RPWOMLQJRHGGFBG98DA,206.47,0.0,12.44,有,491.0,2021,8,24.7770747,121.7772193
三星鄉,宜蘭縣三星鄉安農北路五段３１巷７號,137.03,,特定農業區,甲種建築用地,1100819,土地3建物1車位0,四層,鋼筋混凝土造,1081017.0,236.17,3,1,5,有,無,13000000.0,55045.0,,RPQOMLKKRHGGFAG77DA,204.8,0.0,31.37,有,,2021,8,24.6705503,121.6775022
三星鄉,宜蘭縣三星鄉安農北路五段３１巷８號,135.67,,特定農業區,甲種建築用地,1100808,土地3建物1車位0,四層,鋼筋混凝土造,1081017.0,236.17,4,2,5,有,無,14500000.0,61396.0,,RPRNMLQLQHGGFAG38DA,204.8,0.0,31.37,有,,2021,8,24.6705503,121.6775022
冬山鄉,宜蘭縣冬山鄉鹿安路１９號,104.07,農,,,1100818,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660629.0,129.07,4,3,3,有,無,7950000.0,61594.0,增建約39坪1~2樓空地、3~4樓頂樓其他增建；,RPQOMLRLQHGGFAG48DA,129.07,0.0,0.0,無,494.0,2021,8,24.6606453,121.7754802
五結鄉,宜蘭縣五結鄉鎮安路６３巷３６弄１０號,102.99,住,,,1100811,土地2建物1車位0,三層,鋼筋混凝土造,1041222.0,195.08,4,2,4,有,無,11200000.0,57412.0,,RPSOMLKKRHGGFAG97DA,178.07,0.0,17.01,無,496.0,2021,8,24.6887633,121.8050125
三星鄉,宜蘭縣三星鄉星中路３３７號,108.42,住,,,1100807,土地1建物1車位0,三層,鋼筋混凝土造,1020524.0,164.72,3,2,3,有,無,7000000.0,42496.0,,RPQOMLLKRHGGFAG87DA,153.01,0.0,11.71,無,497.0,2021,8,24.6699125,121.6605898
礁溪鄉,宜蘭縣礁溪鄉瑪僯路４８之２號,123.73,,特定農業區,甲種建築用地,1100807,土地3建物1車位0,三層,鋼筋混凝土造,1080314.0,197.05,4,2,5,有,無,10600000.0,53793.0,,RPXNMLLJRHGGFBG48DA,186.51,0.0,10.54,有,,2021,8,24.792318,121.772758
宜蘭市,宜蘭縣宜蘭市三清路１１６巷５０號,102.13,住,,,1100815,土地3建物1車位0,四層,鋼筋混凝土、鋼骨造,970828.0,311.14,5,2,4,有,有,16880000.0,54252.0,,RPPOMLMJRHGGFBG87DA,258.96,0.0,23.97,無,498.0,2021,8,24.7556281,121.7456937
宜蘭市,宜蘭縣宜蘭市環市東路一段５８５巷１２弄８號,114.44,,特定農業區,甲種建築用地,1100802,土地3建物1車位0,三層,鋼筋混凝土造,1051018.0,222.7,4,2,5,有,無,9650000.0,43332.0,,RPQNMLLKRHGGFBG87DA,213.42,0.0,9.28,無,,2021,8,24.7360123,121.7715235
宜蘭市,宜蘭縣宜蘭市嵐峰路三段３３０巷１１號,107.0,住,,,1100806,土地2建物1車位0,二層,鋼筋混凝土加強磚造,700914.0,126.88,5,2,5,有,無,9150000.0,72115.0,未登記建物；,RPPOMLNKRHGGFBG18EA,126.88,0.0,0.0,無,,2021,8,24.7465531,121.735522
宜蘭市,宜蘭縣宜蘭市縣政九街２０號,222.5,住,,,1100816,土地3建物1車位0,四層,鋼筋混凝土造,1040903.0,303.4,4,2,4,有,無,26000000.0,85695.0,,RPUOMLNKRHGGFBG68EA,278.55,0.0,24.85,有,,2021,8,24.7301384,121.7588954
礁溪鄉,宜蘭縣礁溪鄉龍泉路９８號,94.46,住,,,1100819,土地2建物1車位0,三層,鋼筋混凝土造,1080104.0,172.17,5,2,3,有,無,10400000.0,60405.0,,RPRNMLOKRHGGFBG28DA,153.59,1.8,16.78,無,507.0,2021,8,24.7843319,121.7433897
宜蘭市,宜蘭縣宜蘭市民族路５２５巷２弄１６號,80.93,住,,,1100821,土地2建物1車位0,三層,鋼筋混凝土造,1050120.0,203.83,5,2,6,有,無,13500000.0,66232.0,,RPTNMLOKRHGGFBG48DA,176.72,11.87,15.24,無,,2021,8,24.7476538,121.740307
礁溪鄉,宜蘭縣礁溪鄉中山路二段２２６號,191.11,商,,,1100811,土地2建物1車位0,一層,鋼筋混凝土加強磚造,,35.39,0,0,1,有,無,40000000.0,1130263.0,叔姪，本買賣包含壹棟二層樓透天未保存登記建物、所有權1／2。親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMKRHGGFBG28DA,35.39,0.0,0.0,無,,2021,8,24.8282741,121.7755973
冬山鄉,宜蘭縣冬山鄉珍珠一路２８５巷３２號,382.72,,特定農業區,甲種建築用地,1100816,土地1建物1車位0,四層,鋼筋混凝土造,990402.0,453.58,5,3,6,有,有,17300000.0,38141.0,,RPVNMLOKRHGGFAG58DA,423.89,0.0,29.69,有,,2021,8,24.654296,121.789624
五結鄉,宜蘭縣五結鄉和平路３５巷２２號,85.82,住,,,1100824,土地1建物1車位0,二層,鋼筋混凝土造,750630.0,114.62,4,1,3,有,無,6080000.0,53045.0,,RPPNMLLKRHGGFAG67DA,114.62,0.0,0.0,無,,2021,8,24.6911871,121.766134
宜蘭市,宜蘭縣宜蘭市中山路三段２９５號,178.46,商,,,1100806,土地2建物1車位0,一層,鋼筋混凝土加強磚造,,97.18,4,2,3,有,無,22200000.0,228442.0,二三層及廚房增建頂樓加蓋；其他增建；,RPSNMLSKQHGGFBG68DA,97.18,0.0,0.0,無,510.0,2021,8,24.7630749,121.7541357
宜蘭市,宜蘭縣宜蘭市西門路２１巷１２號,72.48,住,,,1100826,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660208.0,93.86,4,1,3,有,無,7650000.0,81504.0,一樓廚房加蓋。頂樓加蓋；其他增建；,RPWOMLOKRHGGFBG88DA,93.86,0.0,0.0,無,513.0,2021,8,24.759096,121.7489194
宜蘭市,宜蘭縣宜蘭市大福路一段２５７巷１弄１６號,106.0,,鄉村區,乙種建築用地,1100817,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700918.0,122.72,6,3,3,有,無,6200000.0,50522.0,壹樓空地陽台外推；頂樓加蓋；其他增建；,RPPPMLQKRHGGFBG48DA,122.72,0.0,0.0,無,,2021,8,24.764339,121.7640703
蘇澳鎮,宜蘭縣蘇澳鎮福德西巷１１之２號,112.13,,特定農業區,甲種建築用地,1100815,土地2建物1車位0,四層,鋼筋混凝土造,1040416.0,209.01,3,3,4,有,無,6700000.0,32056.0,其他增建：1樓後方鐵皮增建，2.3樓後陽台外推其他增建；,RPVNMLPKRHGGFAG68DA,195.25,0.0,13.76,無,519.0,2021,8,24.6393841,121.8290788
羅東鎮,宜蘭縣羅東鎮延平路１５號,135.0,住,,,1100818,土地2建物1車位0,一層,鋼筋混凝土造,521027.0,41.13,2,1,1,有,無,7380000.0,179431.0,包含公共設施保留地用地；,RPPNMLNJRHGGFAG77DA,41.13,0.0,0.0,無,520.0,2021,8,24.6727851,121.7680663
五結鄉,宜蘭縣五結鄉成鳳路１３９號,150.44,,鄉村區,乙種建築用地,1100827,土地2建物1車位0,二層,鋼筋混凝土加強磚造,690627.0,107.52,3,2,2,有,無,2700000.0,25112.0,,RPSNMLPKRHGGFAG38DA,107.52,0.0,0.0,無,522.0,2021,8,24.6623369,121.8246399
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷５６號,84.01,,特定農業區,甲種建築用地,1100825,土地3建物1車位0,三層,鋼筋混凝土造,1100203.0,172.58,4,2,5,有,無,7950000.0,46066.0,,RPROMLLKRHGGFAG97DA,157.17,0.0,15.41,無,,2021,8,24.6566944,121.7936807
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷６８號,77.6,,特定農業區,甲種建築用地,1100819,土地3建物1車位0,三層,鋼筋混凝土造,1100203.0,167.86,4,2,5,有,無,7800000.0,46467.0,,RPTOMLLKRHGGFAG18DA,155.82,0.0,12.04,無,,2021,8,24.6566944,121.7936807
冬山鄉,宜蘭縣冬山鄉照安路１１３巷３弄５號,90.93,商,,,1100831,土地1建物1車位0,三層,鋼筋混凝土造,820209.0,155.33,7,2,3,有,無,4250000.0,27361.0,1.父女間因清償貸款及自用住宅稅率買賣件。2.頂樓及廚房加蓋。親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPXNMLQKRHGGFAG98DA,151.2,4.13,0.0,無,,2021,8,24.630575,121.7947266
壯圍鄉,宜蘭縣壯圍鄉順和路５６之３號,107.0,,鄉村區,乙種建築用地,1100827,土地2建物1車位0,二層,鋼筋混凝土加強磚造,730516.0,123.02,4,2,3,有,無,3960000.0,32190.0,,RPSOMLKMQHGGFBG18DA,123.02,0.0,0.0,無,,2021,8,24.7646031,121.801636
宜蘭市,宜蘭縣宜蘭市進士路９５巷１弄４號,102.0,住,,,1100829,土地2建物1車位0,二層,鋼筋混凝土加強磚造,650914.0,96.88,11,0,11,有,無,12000000.0,123865.0,一樓前方增建、三樓增建其他增建；,RPSOMLQKRHGGFBG68DA,96.88,0.0,0.0,無,,2021,8,24.7428056,121.7467527
礁溪鄉,宜蘭縣礁溪鄉柴圍路８３之２６號,110.31,,特定農業區,甲種建築用地,1100820,土地2建物1車位0,四層,鋼筋混凝土造,1061114.0,254.49,4,2,5,有,無,11900000.0,46760.0,,RPVNMLRKRHGGFBG09EA,230.32,2.69,21.48,有,523.0,2021,8,24.7965609,121.7563098
員山鄉,宜蘭縣員山鄉德湖一路９號,82.93,,特定農業區,甲種建築用地,1100820,土地2建物1車位0,三層,鋼筋混凝土造,1071225.0,185.11,5,2,3,有,無,9500000.0,51321.0,,RPOOMLNLRHGGFBG18EA,164.35,0.0,20.76,無,525.0,2021,8,24.7410309,121.7120448
蘇澳鎮,宜蘭縣蘇澳鎮頂興路１４６號,72.88,,工業區,丁種建築用地,1100820,土地1建物1車位0,三層,鋼筋混凝土造,1030303.0,166.48,4,1,3,有,無,6300000.0,37842.0,,RPOOMLRKRHGGFAG38EA,144.25,0.0,22.23,無,526.0,2021,8,24.6446068,121.8344212
羅東鎮,宜蘭縣羅東鎮四維路１５２巷５號,75.86,,特定農業區,甲種建築用地,1100822,土地1建物1車位0,二層,鋼筋混凝土加強磚造,730303.0,100.54,3,2,2,有,無,8600000.0,85538.0,,RPTNMLRKRHGGFAG78EA,100.54,0.0,0.0,無,,2021,8,24.6861174,121.7530675
壯圍鄉,宜蘭縣壯圍鄉古亭路８２之１７號,108.0,,特定農業區,甲種建築用地,1100831,土地2建物1車位0,三層,鋼筋混凝土造,1100513.0,188.96,4,2,4,有,無,11500000.0,60859.0,,RPWNMLPKRHGGFBG88DA,174.15,0.0,14.81,無,,2021,8,24.7715674,121.7994147
宜蘭市,宜蘭縣宜蘭市農權路三段１９７巷１２弄２５號,73.0,住,,,1100819,土地1建物1車位0,二層,鋼筋混凝土加強磚造,680430.0,82.14,3,2,3,有,無,8100000.0,98612.0,增建：壹樓/法定空地、三樓加蓋其他增建；,RPTNMLPKRHGGFBG58DA,82.14,0.0,0.0,無,,2021,8,24.74929,121.737524
宜蘭市,宜蘭縣宜蘭市中山路五段１９７巷５５號,136.46,住,,,1100819,土地2建物1車位0,三層,鋼筋混凝土造,951218.0,202.89,4,2,3,有,無,11000000.0,54217.0,母子親友、員工、共有人或其他特殊關係間之交易；,RPROMLQKRHGGFBG58DA,174.39,9.9,18.6,無,,2021,8,24.7721541,121.7553398
宜蘭市,宜蘭縣宜蘭市公園路４５５巷５弄１３號,60.08,住,,,1100813,土地2建物1車位0,三層,鋼筋混凝土造,1031226.0,173.11,4,2,3,有,無,13000000.0,75097.0,,RPUOMLOLQHGGFBG68DA,158.39,0.0,14.72,無,,2021,8,24.7416078,121.7545528
羅東鎮,宜蘭縣羅東鎮國華街３巷５號,81.0,住,,,1100817,土地1建物1車位0,二層,鋼筋混凝土加強磚造,630311.0,96.2,4,2,2,有,無,5200000.0,54054.0,其他增建：一樓空地頂樓加蓋；其他增建；,RPPOMLQKRHGGFAG28DA,96.2,0.0,0.0,無,,2021,8,24.6755957,121.7605349
五結鄉,宜蘭縣五結鄉西河三路５０巷５２號,110.84,住,,,1100820,土地1建物1車位0,三層,鋼筋混凝土造,1041222.0,211.02,4,3,4,有,無,13200000.0,62553.0,增建:一樓空地，一樓採光罩，防火巷。其他增建；,RPPNMLRKRHGGFAG28DA,197.72,0.0,13.3,無,528.0,2021,8,24.706489,121.7661651
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷６０號,103.84,,特定農業區,甲種建築用地,1100810,土地5建物1車位0,三層,鋼筋混凝土造,1100203.0,180.68,4,2,5,有,無,8400000.0,46491.0,,RPTOMLQJRHGGFAG58DA,165.27,0.0,15.41,無,,2021,8,24.6566944,121.7936807
宜蘭市,宜蘭縣宜蘭市縣政五街１２８巷４０號,150.1,住,,,1100813,土地3建物1車位0,三層,鋼筋混凝土造,1050802.0,232.81,2,2,4,有,無,15000000.0,64430.0,,RPWNMLRLQHGGFBG09DA,210.6,0.0,20.04,有,,2021,8,24.7237457,121.7610501
宜蘭市,宜蘭縣宜蘭市公園東路５１巷１２號,126.68,住,,,1100807,土地1建物1車位0,三層,鋼筋混凝土造,1100810.0,247.73,5,2,5,有,無,16020000.0,64667.0,,RPTNMLLLRHGGFBG28DA,225.62,0.0,22.11,無,,2021,8,24.741156,121.7597723
三星鄉,宜蘭縣三星鄉五分路一段７０號,741.21,,特定農業區,甲種建築用地,1100811,土地2建物2車位0,一層,磚造,281010.0,100.55,2,2,1,有,無,24617900.0,244832.0,,RPRNMLRLQHGGFAG58EA,84.8,15.75,0.0,無,,2021,8,24.698225,121.7426773
宜蘭市,宜蘭縣宜蘭市文化路６０巷９號,93.75,住,,,1100823,土地2建物1車位0,五層,鋼筋混凝土造,970103.0,274.39,5,2,4,有,無,14800000.0,53938.0,陽台外推；,RPWPMLNLRHGGFBG98DA,253.35,0.0,21.04,有,,2021,8,24.7492443,121.7479955
員山鄉,宜蘭縣員山鄉賢德路二段１５７巷１０弄２２號,104.47,,特定農業區,甲種建築用地,1100826,土地3建物1車位0,三層,鋼筋混凝土造,1020104.0,176.62,4,2,3,有,無,9500000.0,53788.0,增建：壹樓／法地空地頂樓加蓋；其他增建；,RPROMLOLRHGGFBG48DA,166.33,0.0,10.29,無,,2021,8,24.7354389,121.7253897
員山鄉,宜蘭縣員山鄉尚深路７２之１６號,132.33,,特定農業區,甲種建築用地,1100803,土地2建物1車位0,三層,鋼筋混凝土造,1030114.0,183.73,4,2,2,有,無,9000000.0,48985.0,,RPRNMLRJRHGGFBG48DA,164.42,0.0,19.31,無,,2021,8,24.7183804,121.7240175
冬山鄉,宜蘭縣冬山鄉柯林路２９巷２１號,194.96,,特定農業區,甲種建築用地,1100805,土地2建物1車位0,三層,鋼筋混凝土造,940609.0,221.3,5,2,3,有,無,11000000.0,49706.0,,RPXNMLRLRHGGFAG56DA,194.41,4.54,22.35,無,,2021,8,24.6704291,121.731673
宜蘭市,宜蘭縣宜蘭市舊城南路４巷２８號,44.92,商,,,1100825,土地1建物1車位0,三層,鋼筋混凝土加強磚造,660301.0,88.2,5,2,2,有,無,5400000.0,61224.0,增建範圍：防火巷、一樓空地、陽台、騎樓。頂樓加蓋；其他增建；,RPPNMLSLRHGGFBG58DA,88.2,0.0,0.0,無,541.0,2021,8,24.7550888,121.7542785
宜蘭市,宜蘭縣宜蘭市慈安路７０巷１弄５５號,53.26,住,,,1100814,土地2建物1車位0,二層,鋼筋混凝土加強磚造,670424.0,68.2,3,3,2,有,無,4800000.0,70381.0,其他增建 ：一樓頂樓加蓋；其他增建；,RPUNMLOLRHGGFBG68DA,68.2,0.0,0.0,無,,2021,8,24.7598386,121.7651234
宜蘭市,宜蘭縣宜蘭市健康路一段７３號,87.34,住,,,1100819,土地3建物1車位0,四層,鋼筋混凝土造,750710.0,193.81,8,1,9,有,無,17000000.0,87715.0,1-4F空地加建未登記建物；包含公共設施保留地用地；,RPUOMLSJRHGGFBG98DA,187.31,0.0,6.5,無,,2021,8,24.7419441,121.753072
員山鄉,宜蘭縣員山鄉枕山路３４巷３４號,145.77,,一般農業區,甲種建築用地,1100819,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701222.0,125.12,0,0,2,有,無,3150000.0,25176.0,,RPUPMLQJRHGGFBG88DA,125.12,0.0,0.0,無,,2021,8,24.7678092,121.7173539
五結鄉,宜蘭縣五結鄉西河五路１２６號,108.74,農,,,1100803,土地1建物1車位0,三層,鋼筋混凝土造,930818.0,173.91,2,4,3,有,無,8000000.0,46001.0,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLOLRHGGFAG88DA,146.16,19.68,8.07,無,,2021,8,24.7081299,121.7645035
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷５２號,74.09,,特定農業區,甲種建築用地,1100824,土地3建物1車位0,三層,鋼筋混凝土造,1100203.0,156.83,4,2,5,有,無,7500000.0,47822.0,,RPOOMLTJRHGGFAG38DA,143.67,0.0,13.16,無,,2021,8,24.6566944,121.7936807
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷６１號,77.85,,特定農業區,甲種建築用地,1100807,土地3建物1車位0,三層,鋼筋混凝土造,1100203.0,172.58,4,2,5,有,無,8300000.0,48094.0,,RPROMLTJRHGGFAG68DA,157.17,0.0,15.41,無,,2021,8,24.6575219,121.7938149
冬山鄉,宜蘭縣冬山鄉武罕二路１４５巷６６號,93.32,,特定農業區,甲種建築用地,1100821,土地4建物1車位0,三層,鋼筋混凝土造,1100203.0,167.85,4,2,5,有,無,8100000.0,48257.0,,RPSOMLLKRHGGFAG08DA,152.44,0.0,15.41,無,,2021,8,24.6566944,121.7936807
蘇澳鎮,宜蘭縣蘇澳鎮忠孝路２１１號,76.69,住,,,1100823,土地1建物1車位0,二層,鋼筋混凝土加強磚造,661210.0,106.38,2,2,2,有,無,2400000.0,22561.0,叔姪買賣。親友、員工、共有人或其他特殊關係間之交易；,RPXNMLNKRHGGFAG68DA,106.38,0.0,0.0,無,,2021,8,24.6157047,121.8345758
