town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,lat,lng
宜蘭市,宜蘭縣宜蘭市慈安路１０巷３７號,124.59,住,,,1080828,土地1建物1車位0,二層,鋼筋混凝土加強磚造,681108.0,126.9,3,2,2,有,無,6800000.0,53586.0,,RPPOMLOJJIOFFBG97CA,126.9,0.0,0.0,,,2019,8,24.75823,121.7634336
宜蘭市,宜蘭縣宜蘭市長春路１２３號,100.28,住,,,1080921,土地1建物1車位0,二層,鋼筋混凝土加強磚造,600311.0,71.8,4,2,5,有,無,12870000.0,179248.0,一樓後方廚房一樓增建至三樓、三樓增建鋼骨RC造。權利人共三人。,RPPOMLLJJIOFFBG67CA,71.8,0.0,0.0,,,2019,9,24.7503304,121.7493914
員山鄉,宜蘭縣員山鄉員山路一段８２７號,97.66,,特定農業區,甲種建築用地,1081004,土地1建物1車位0,四層,鋼筋混凝土造,840111.0,215.1,2,3,3,有,無,7000000.0,32543.0,一樓後方空地增建、頂樓增建。,RPQOMLLJJIOFFBG77CA,191.31,8.07,15.72,,,2019,10,24.7325526,121.7165506
宜蘭市,宜蘭縣宜蘭市開興路１５５巷６號,96.0,,特定農業區,甲種建築用地,1080922,土地2建物1車位0,四層,鋼筋混凝土造,831005.0,241.39,3,2,3,有,無,6580000.0,27259.0,,RPTNMLRJJIOFFBG58CA,205.13,17.88,18.38,,,2019,9,24.7417738,121.7508357
蘇澳鎮,宜蘭縣蘇澳鎮信義路１６２巷１１號,150.35,住,,,1081004,土地3建物1車位0,三層,鋼筋混凝土造,840831.0,183.62,3,2,4,有,無,4550000.0,24779.0,,RPRNMLLMIIOFFAG08EA,162.02,21.6,0.0,,,2019,10,24.6184961,121.8375683
蘇澳鎮,宜蘭縣蘇澳鎮新馬路６巷１３號,69.1,住,,,1080921,土地1建物1車位0,二層,鋼筋混凝土加強磚造,661014.0,90.38,3,3,3,有,無,3400000.0,37619.0,,RPPOMLKMIIOFFAG67CA,90.38,0.0,0.0,,,2019,9,24.618541,121.8320717
冬山鄉,宜蘭縣冬山鄉永興路一段３１８號,119.39,住,,,1080926,土地3建物1車位0,二層,鋼筋混凝土加強磚造,730511.0,92.7,6,2,3,有,無,7700000.0,83064.0,含增建或未登記建物。；,RPPOMLLJJIOFFAG57CA,92.7,0.0,0.0,,,2019,9,24.6552696,121.7682129
冬山鄉,宜蘭縣冬山鄉光明路８３巷２５號,119.53,住,,,1080922,土地1建物1車位0,三層,鋼筋混凝土造,951102.0,215.96,5,2,3,有,無,8700000.0,40285.0,,RPTOMLLMIIOFFAG18CA,163.44,30.17,22.35,,,2019,9,24.6661847,121.765203
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷１３號,84.86,,特定農業區,甲種建築用地,1071204,土地3建物1車位0,三層,見其他登記事項,1080919.0,153.62,4,2,3,有,無,10200000.0,66398.0,,RPWOMLNKJIOFFAG58CA,141.8,0.0,11.82,,,2018,12,24.6709833,121.7929419
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷２７號,88.73,,特定農業區,甲種建築用地,1071206,土地3建物1車位0,三層,見其他登記事項,1080919.0,152.49,4,2,3,有,無,10300000.0,67545.0,,RPSNMLOKJIOFFAG18CA,141.05,0.0,11.44,,,2018,12,24.6707384,121.7928427
三星鄉,宜蘭縣三星鄉大德中路７７號,162.3,,特定農業區,甲種建築用地,1081009,土地2建物1車位0,四層,見其他登記事項,1061221.0,254.11,3,2,5,有,無,12100000.0,47617.0,,RPQOMLMKJIOFFAG87CA,233.41,0.0,20.7,,,2019,10,24.695527,121.7217084
五結鄉,宜蘭縣五結鄉中興路一段２３７巷１１弄２３號,123.26,,特定農業區,甲種建築用地,1080926,土地4建物1車位0,三層,鋼筋混凝土造,1010907.0,169.98,4,2,4,有,無,9000000.0,52947.0,,RPSNMLOJJIOFFAG08CA,164.64,0.0,5.34,,,2019,9,24.6893902,121.7877041
羅東鎮,宜蘭縣羅東鎮中山西街１４８之４號,48.0,住,,,1081001,土地1建物1車位0,二層,鋼筋混凝土加強磚造,591014.0,61.04,2,2,2,有,無,3600000.0,58978.0,含增建或未登記建物。；,RPPNMLPJJIOFFAG87CA,61.04,0.0,0.0,,,2019,10,24.6738834,121.7650806
五結鄉,宜蘭縣五結鄉傳藝路一段３７９巷２５弄２６號,195.0,,特定農業區,甲種建築用地,1081005,土地4建物1車位0,三層,鋼筋混凝土造,1041023.0,227.34,4,2,4,有,無,13300000.0,58503.0,,RPRNMLPJJIOFFAG08CA,210.64,0.0,16.7,,,2019,10,24.6819079,121.8097018
羅東鎮,宜蘭縣羅東鎮興東南路２０之１號,105.0,住,,,1081016,土地1建物1車位0,四層,鋼筋混凝土造,771222.0,216.08,5,2,3,有,無,15000000.0,69419.0,,RPRNMLQJJIOFFAG38EA,216.08,0.0,0.0,,,2019,10,24.6692209,121.7712109
員山鄉,宜蘭縣員山鄉復興路１２５巷１０弄７號,111.74,住,,,1080904,土地5建物1車位0,三層,鋼筋混凝土造,820120.0,171.93,2,1,2,有,無,4800000.0,27918.0,,RPQOMLRJJIOFFBG58EA,161.09,0.0,10.84,,,2019,9,24.7462191,121.719763
礁溪鄉,宜蘭縣礁溪鄉育龍路５２０號,39.48,工,,,1081005,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660809.0,45.0,0,0,0,無,無,2800000.0,62222.0,三樓增建鐵皮屋,RPPPMLTKJIOFFBG68CA,45.0,0.0,0.0,,,2019,10,24.784147,121.7446218
宜蘭市,宜蘭縣宜蘭市茭白路99號,189.21,農,,,1081003,土地1建物1車位0,二層,鋼筋混凝土加強磚造,750225.0,110.56,3,2,2,有,無,7580000.0,68560.0,含增建或未登記建物。；,RPRQMLLJJIOFFBG08CA,110.56,0.0,0.0,,,2019,10,24.7750862,121.7515671
宜蘭市,宜蘭縣宜蘭市神農路二段198號,37.02,住,,,1080910,土地1建物1車位0,四層,鋼筋混凝土造,800314.0,115.37,7,1,8,有,無,13000000.0,112681.0,含增建或未登記建物。；,RPSNMLLKJIOFFBG97CA,101.28,14.09,0.0,,,2019,9,24.7541855,121.7519744
頭城鎮,宜蘭縣頭城鎮龜山路１２６號,75.27,住,,,1081019,土地1建物1車位0,二層,鋼筋混凝土加強磚造,670301.0,101.34,2,2,2,有,無,5200000.0,51312.0,,RPUNMLOKJIOFFBG48CA,101.34,0.0,0.0,,,2019,10,24.9424259,121.8986714
冬山鄉,宜蘭縣冬山鄉永清路３２１巷１號,107.9,住,,,1081017,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650322.0,110.26,7,2,3,有,無,6200000.0,56231.0,含增建或未登記建物。；,RPXOMLOJJIOFFAG68CA,110.26,0.0,0.0,,,2019,10,24.6643526,121.7653698
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷２１號,94.43,,特定農業區,甲種建築用地,1071201,土地3建物1車位0,三層,見其他登記事項,1080919.0,159.67,4,2,3,有,無,9800000.0,61377.0,,RPTNMLOKJIOFFAG28CA,146.56,0.0,13.11,,,2018,12,24.6707498,121.7928477
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷１９號,90.8,,特定農業區,甲種建築用地,1080706,土地3建物1車位0,三層,見其他登記事項,1080919.0,154.3,4,2,3,有,無,10800000.0,69994.0,,RPVNMLOKJIOFFAG48CA,142.64,0.0,11.66,,,2019,7,24.6709833,121.7929419
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷３３號,126.97,,特定農業區,甲種建築用地,1071204,土地4建物1車位0,三層,見其他登記事項,1080919.0,161.41,4,2,3,有,無,9800000.0,60715.0,,RPQNMLPKJIOFFAG08CA,149.92,0.0,11.49,,,2018,12,24.670727,121.7928377
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷１７號,88.82,,特定農業區,甲種建築用地,1080107,土地3建物1車位0,三層,見其他登記事項,1080919.0,154.48,4,2,3,有,無,10000000.0,64733.0,,RPPNMLOKJIOFFAG87CA,142.78,0.0,11.7,,,2019,1,24.6709833,121.7929419
三星鄉,宜蘭縣三星鄉大德路二段652巷18號,87.07,,特定農業區,甲種建築用地,1081003,土地3建物1車位0,三層,鋼筋混凝土造,1080606.0,159.43,4,2,4,有,無,7200000.0,45161.0,,RPVNMLLKJIOFFAG18CA,147.0,0.0,12.43,,,2019,10,24.6893914,121.7004582
五結鄉,宜蘭縣五結鄉五結路二段９８巷８弄６號,100.8,,特定農業區,甲種建築用地,1070808,土地1建物1車位0,三層,鋼筋混凝土造,1080909.0,188.41,4,2,4,有,無,9000000.0,47768.0,,RPOOMLPJJIOFFAG87CA,167.04,0.0,21.37,,,2018,8,24.6933292,121.8059189
羅東鎮,宜蘭縣羅東鎮樹人路１巷２０弄８號,68.0,住,,,1081006,土地1建物1車位0,五層,鋼筋混凝土造,820717.0,220.29,5,3,3,有,無,9000000.0,40855.0,,RPUNMLQJJIOFFAG48CA,189.28,31.01,0.0,,,2019,10,24.6837557,121.7640066
五結鄉,宜蘭縣五結鄉鎮安路１０６號,122.98,住,,,1081023,土地1建物1車位0,三層,鋼筋混凝土造,1080307.0,195.82,4,2,4,有,無,12500000.0,63834.0,,RPUNMLRJJIOFFAG58CA,185.62,0.0,10.2,,,2019,10,24.6887633,121.8050125
五結鄉,宜蘭縣五結鄉五結路二段９８巷８弄２號,107.2,,特定農業區,甲種建築用地,1070810,土地1建物1車位0,三層,鋼筋混凝土造,1080909.0,191.02,4,2,4,有,無,9400000.0,49210.0,,RPUNMLPJJIOFFAG38CA,169.65,0.0,21.37,,,2018,8,24.6933292,121.8059189
五結鄉,宜蘭縣五結鄉五結路二段９８巷８弄１０號,100.8,,特定農業區,甲種建築用地,1071010,土地1建物1車位0,三層,鋼筋混凝土造,1080909.0,188.41,4,2,4,有,無,9880000.0,52439.0,,RPWNMLPJJIOFFAG58CA,167.04,0.0,21.37,,,2018,10,24.6933292,121.8059189
冬山鄉,宜蘭縣冬山鄉中正路５４、56號,136.58,商,,,1080712,土地6建物2車位0,二層,鋼筋混凝土加強磚造,570701.0,189.75,0,0,4,有,無,14000000.0,73781.0,權利人等二人，廚房及頂樓加蓋。,RPVNMLNKJHPFFAG38CA,189.75,0.0,0.0,,,2019,7,24.6352024,121.7902454
員山鄉,宜蘭縣員山鄉成功二路26號,93.96,,特定農業區,甲種建築用地,1070925,土地1建物1車位0,二層,鋼筋混凝土造,1080814.0,117.09,2,2,2,有,無,5250000.0,44837.0,,RPPPMLQJJIOFFBG28CA,110.3,0.0,6.79,,,2018,9,24.7096794,121.6967498
礁溪鄉,宜蘭縣礁溪鄉漳福路２３巷１０號,83.37,工,,,1081022,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700905.0,95.24,3,2,2,有,無,3450000.0,36224.0,,RPRPMLQJJIOFFBG48CA,95.24,0.0,0.0,,,2019,10,24.7892074,121.7404823
員山鄉,宜蘭縣員山鄉枕山路１４２之１８號,172.83,,一般農業區,甲種建築用地,1080731,土地3建物1車位0,三層,鋼筋混凝土造,1041021.0,203.91,4,2,5,有,無,15000000.0,73562.0,,RPPNMLQJJIOFFBG08CA,189.45,0.0,14.46,,,2019,7,24.771727,121.712298
員山鄉,宜蘭縣員山鄉枕山路１４２之１９號,178.28,,一般農業區,甲種建築用地,1080731,土地3建物1車位0,三層,鋼筋混凝土造,1041021.0,203.91,4,2,5,有,無,15000000.0,73562.0,,SPPNMLQJJIOFFBG18CA,189.45,0.0,14.46,,,2019,7,24.771727,121.712298
員山鄉,宜蘭縣員山鄉枕山路１４２之２０號,226.1,,一般農業區,甲種建築用地,1080731,土地3建物1車位0,三層,鋼筋混凝土造,1041021.0,203.91,4,2,5,有,無,15000000.0,73562.0,,TPPNMLQJJIOFFBG28CA,189.45,0.0,14.46,,,2019,7,24.771727,121.712298
礁溪鄉,宜蘭縣礁溪鄉漳福路23巷3號,84.85,工,,,1081011,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700905.0,113.0,4,2,2,有,無,4500000.0,39823.0,含增建或未登記建物。；,RPXNMLPJJIOFFBG78CA,113.0,0.0,0.0,,,2019,10,24.7892074,121.7404823
壯圍鄉,宜蘭縣壯圍鄉古亭路５６號,560.67,,特定農業區,農牧用地,1081021,土地4建物1車位0,二層,鋼筋混凝土加強磚造,721212.0,25.56,4,2,3,有,無,1600000.0,62598.0,兄弟間買賣,RPTNMLPJJIOFFBG38CA,25.56,0.0,0.0,,,2019,10,24.7773704,121.8051204
員山鄉,宜蘭縣員山鄉溫泉路１之１７號,85.44,住,,,1080917,土地1建物1車位0,二層,鋼筋混凝土加強磚造,680111.0,101.22,3,1,1,有,無,1000000.0,9879.0,親友、員工或其他特殊關係間之交易。；,RPPNMLRJJIOFFBG18CA,101.22,0.0,0.0,,,2019,9,24.7508631,121.712779
宜蘭市,宜蘭縣宜蘭市女中路一段８１號,225.32,住,,,1081019,土地2建物1車位0,二層,鋼筋混凝土加強磚造,610301.0,206.0,7,2,4,有,無,20000000.0,97087.0,,RPRNMLLKJIOFFBG87CA,206.0,0.0,0.0,,,2019,10,24.7489861,121.7676001
宜蘭市,宜蘭縣宜蘭市延平路３７巷８弄８號,86.56,住,,,1081001,土地2建物1車位0,三層,鋼筋混凝土造,950418.0,174.32,4,2,3,有,無,8900000.0,51056.0,,RPXPMLLLJIOFFBG78CA,155.4,6.68,12.24,,,2019,10,24.7560772,121.7641674
壯圍鄉,宜蘭縣壯圍鄉中央路二段３９３號,215.17,住,,,1080916,土地3建物2車位0,三層,鋼筋混凝土加強磚造,710731.0,458.47,0,0,0,無,無,15000000.0,32718.0,,RPQOMLSKJIOFFBG58CA,458.47,0.0,0.0,,,2019,9,24.7496539,121.7873565
五結鄉,宜蘭縣五結鄉鎮安路１０８號,124.06,住,,,1081023,土地1建物1車位0,三層,鋼筋混凝土造,1080307.0,195.89,4,2,4,有,無,12500000.0,63811.0,,RPTNMLNKJIOFFAG38EA,186.0,0.0,9.89,,,2019,10,24.6887633,121.8050125
冬山鄉,宜蘭縣冬山鄉鹿埔路５０３巷２８號,102.98,,特定農業區,甲種建築用地,1080916,土地5建物1車位0,三層,見其他登記事項,1080411.0,172.85,4,2,4,有,無,8050000.0,46572.0,,RPOOMLSLJIOFFAG38CA,157.98,0.0,14.87,,,2019,9,24.6560274,121.7496051
冬山鄉,宜蘭縣冬山鄉武罕五路１５０巷２２弄３２號,127.53,,特定農業區,甲種建築用地,1081017,土地10建物1車位0,三層,見其他登記事項,1050301.0,176.53,4,2,5,有,無,8320000.0,47131.0,,RPVNMLRJJIOFFAG68CA,169.51,0.0,7.02,,,2019,10,24.6617573,121.7956607
蘇澳鎮,宜蘭縣蘇澳鎮龍祥二路6巷6之7號,66.0,,工業區,丁種建築用地,1081006,土地1建物1車位0,三層,鋼筋混凝土造,1080104.0,150.13,4,2,3,有,無,7000000.0,46626.0,,RPWNMLRJJIOFFAG78CA,136.18,0.0,13.95,,,2019,10,24.6348723,121.8277822
羅東鎮,宜蘭縣羅東鎮民有街21巷11號,170.0,住,,,1080829,土地1建物1車位0,三層,鋼筋混凝土加強磚造,651129.0,164.43,4,2,2,有,無,13000000.0,79061.0,,RPPNMLRJJIOFFAG08CA,164.43,0.0,0.0,,,2019,8,24.6777196,121.7628959
羅東鎮,宜蘭縣羅東鎮豐年路１１９巷４弄４３號,94.0,住,,,1080924,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701207.0,91.64,3,2,2,有,無,8800000.0,96028.0,,RPVNMLSLJIOFFAG98CA,91.64,0.0,0.0,,,2019,9,24.6841271,121.7598761
員山鄉,宜蘭縣員山鄉永廣路15之2號,457.74,,一般農業區,甲種建築用地,1081018,土地3建物1車位0,二層,鋼筋混凝土造,1040123.0,248.87,4,2,5,有,無,17250000.0,69313.0,,RPOOMLPKJIOFFBG08CA,227.43,0.0,21.44,,,2019,10,24.7564515,121.7140429
礁溪鄉,宜蘭縣礁溪鄉礁溪路一段302巷56號,98.5,住,,,1080930,土地1建物1車位0,三層,鋼筋混凝土造,850802.0,161.39,5,2,3,有,無,6800000.0,42134.0,含增建或未登記建物。；,RPPNMLSJJIOFFBG28CA,132.89,19.27,9.23,,,2019,9,24.7891661,121.763056
宜蘭市,宜蘭縣宜蘭市文昌路１９６巷５弄１號,60.95,住,,,1080925,土地1建物1車位0,二層,鋼筋混凝土加強磚造,,77.92,3,2,2,有,無,6270000.0,80467.0,增建一樓空地及頂樓,RPROMLSKJIOFFBG68CA,77.92,0.0,0.0,,,2019,9,24.759054,121.7474788
蘇澳鎮,宜蘭縣蘇澳鎮城東路６９巷１９號,117.61,住,,,1081018,土地3建物1車位0,三層,見其他登記事項,1080517.0,182.29,4,2,4,有,無,7260000.0,39827.0,,RPQNMLSJJIOFFAG48EA,158.73,0.0,23.56,,,2019,10,24.6175251,121.8424892
五結鄉,宜蘭縣五結鄉中福南路５之１５號,124.54,,特定農業區,甲種建築用地,1080926,土地3建物1車位0,三層,見其他登記事項,1070817.0,203.4,4,2,5,有,無,11500000.0,56539.0,,RPSOMLTLJIOFFAG88CA,194.47,0.0,8.93,,,2019,9,24.6774564,121.7932447
冬山鄉,宜蘭縣冬山鄉順安路２４３巷４弄４號,94.27,,鄉村區,乙種建築用地,1081030,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700528.0,101.38,0,0,0,無,無,3150000.0,31071.0,,RPROMLPLJIOFFAG38CA,101.38,0.0,0.0,,,2019,10,24.6515541,121.7566405
冬山鄉,宜蘭縣冬山鄉龍祥三路６巷４６之１號,83.0,,工業區,丁種建築用地,1081017,土地1建物1車位0,二層,加強磚造,680106.0,102.85,2,2,2,有,無,2200000.0,21390.0,,RPQNMLQKJIOFFAG18CA,102.85,0.0,0.0,,,2019,10,24.6336054,121.8241779
冬山鄉,宜蘭縣冬山鄉鹿埔路５０３巷１７號,120.93,,特定農業區,甲種建築用地,1081015,土地5建物1車位0,三層,見其他登記事項,1080411.0,182.19,4,2,4,有,無,8200000.0,45008.0,,RPPNMLRKJIOFFAG18CA,167.32,0.0,14.87,,,2019,10,24.6560277,121.7496831
冬山鄉,宜蘭縣冬山鄉鹿埔路５０３巷２０號,102.96,,特定農業區,甲種建築用地,1081007,土地5建物1車位0,三層,見其他登記事項,1080411.0,172.85,4,2,4,有,無,8300000.0,48019.0,,RPSNMLSKJIOFFAG58CA,157.98,0.0,14.87,,,2019,10,24.6560276,121.7496538
冬山鄉,宜蘭縣冬山鄉丸山一路２７７巷１１號,130.71,,特定農業區,甲種建築用地,1080917,土地5建物1車位0,三層,見其他登記事項,1060523.0,211.59,4,2,5,有,無,8400000.0,39699.0,,RPPNMLLKJIOFFAG57CA,189.57,8.18,13.84,,,2019,9,24.6483798,121.7545735
宜蘭市,宜蘭縣宜蘭市女中路三段５６３巷３號,101.44,住,,,1081009,土地2建物1車位0,四層,鋼筋混凝土造,970304.0,198.41,4,3,5,有,無,12200000.0,61489.0,含增建或未登記建物。；,RPSOMLOKJIOFFBG38CA,172.59,3.22,22.6,,,2019,10,24.7476641,121.7347539
壯圍鄉,宜蘭縣壯圍鄉壯五路８１巷３０號,174.73,住,,,1081015,土地3建物1車位0,三層,鋼筋混凝土造,1080620.0,225.31,5,3,4,有,無,12300000.0,54591.0,,RPSNMLPKJIOFFBG38CA,208.4,0.0,16.91,,,2019,10,24.744256,121.7890233
羅東鎮,宜蘭縣羅東鎮民意街９０巷９號,39.5,住,,,1080413,土地1建物1車位0,二層,鋼筋混凝土加強磚造,610222.0,42.75,4,2,2,有,無,3250000.0,76023.0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；,RPPNMLOKNHOFFAG18CA,42.75,0.0,0.0,,,2019,4,24.676608,121.764457
蘇澳鎮,宜蘭縣蘇澳鎮聖愛路１２７號,100.62,住,,,1080403,土地1建物1車位0,二層,鋼筋混凝土加強磚造,710615.0,123.5,4,2,2,有,無,2200000.0,17814.0,,RPQNMLRKNHOFFAG58CA,123.5,0.0,0.0,,,2019,4,24.6045379,121.8348436
宜蘭市,宜蘭縣宜蘭市西門路３５巷４０號,103.77,住,,,1080414,土地4建物1車位0,四層,鋼筋混凝土造,970911.0,215.17,4,2,3,有,無,11800000.0,54840.0,,RPSPMLNJOHOFFBG68CA,183.23,7.37,24.57,,,2019,4,24.7592963,121.7488521
宜蘭市,宜蘭縣宜蘭市文昌路129巷7號,81.52,住,,,1080406,土地2建物1車位0,二層,鋼筋混凝土加強磚造,631231.0,114.54,6,3,4,有,無,5700000.0,49764.0,含增建或未登記建物。；原買賣總價簽訂600萬，事後協議減30萬,RPPNMLPKNHOFFBG58EA,114.54,0.0,0.0,,,2019,4,24.757958,121.7493131
頭城鎮,宜蘭縣頭城鎮宜三路二段２７１巷１２號,102.85,,山坡地保育區,丙種建築用地,1080408,土地1建物1車位0,一層,鋼筋混凝土加強磚造,700919.0,81.8,3,2,2,有,無,3000000.0,36675.0,加蓋一樓、親屬間買賣、過戶之稅金及費用雙方共同負擔,RPWOMLLLNHOFFBG09EA,81.8,0.0,0.0,,,2019,4,24.8592617,121.800795
宜蘭市,宜蘭縣宜蘭市女中路二段231巷7弄8號,105.91,住,,,1080419,土地3建物1車位0,三層,鋼筋混凝土造,771229.0,165.75,6,2,3,有,無,7300000.0,44042.0,,RPQOMLMLNHOFFBG38CA,141.21,6.86,17.68,,,2019,4,24.7459042,121.7565998
宜蘭市,宜蘭縣宜蘭市泰山路112巷3弄22號,89.64,住,,,1080413,土地2建物1車位0,二層,鋼筋混凝土加強磚造,660913.0,104.52,4,3,3,有,無,7260000.0,69460.0,,RPXNMLMLNHOFFBG98CA,104.52,0.0,0.0,,,2019,4,24.7530458,121.7395749
宜蘭市,宜蘭縣宜蘭市東港路一段１８６巷１９弄１號,144.0,農,,,1080422,土地1建物1車位0,二層,鋼筋混凝土加強磚造,651102.0,110.34,3,2,2,有,無,3800000.0,34439.0,增值稅.代書費由買方負擔.包括未保存建物在內,RPVNMLPKPHOFFBG56CA,110.34,0.0,0.0,,,2019,4,24.7497198,121.7759496
五結鄉,宜蘭縣五結鄉成功路２巷６弄５８號,97.61,,工業區,丁種建築用地,1080426,土地1建物1車位0,三層,見其他登記事項,1080403.0,182.65,4,2,3,有,無,7500000.0,41062.0,親友、員工或其他特殊關係間之交易。；,RPWNMLPKNHOFFAG98CA,167.43,0.0,15.22,,,2019,4,24.6475277,121.8315127
五結鄉,宜蘭縣五結鄉成功路２巷５弄７號,71.75,,工業區,丁種建築用地,1080501,土地1建物1車位0,三層,見其他登記事項,1070822.0,156.39,4,2,3,有,無,7480000.0,47829.0,,RPRNMLRKNHOFFAG68CA,141.66,0.0,14.73,,,2019,5,24.6473632,121.83274
羅東鎮,宜蘭縣羅東鎮進德街１３８號,95.5,住,,,1080415,土地1建物1車位0,三層,鋼筋混凝土造,1030825.0,224.91,4,2,3,有,無,15100000.0,67138.0,,RPVNMLRKNHOFFAG09CA,199.74,5.92,19.25,,,2019,4,24.6781706,121.7575799
羅東鎮,宜蘭縣羅東鎮仁愛路三段２３８巷８號,101.49,,特定農業區,甲種建築用地,1080420,土地1建物1車位0,三層,見其他登記事項,1030825.0,196.73,4,2,3,有,無,10680000.0,54288.0,,RPOOMLMLNHOFFAG08CA,182.4,0.0,14.33,,,2019,4,24.7009375,121.7615107
羅東鎮,宜蘭縣羅東鎮維揚路２０３巷２８弄１號,98.4,住,,,1080430,土地1建物1車位0,三層,鋼筋混凝土造,891122.0,220.78,4,3,5,有,無,11500000.0,52088.0,,RPWNMLSLNHOFFAG76CA,175.82,33.45,11.51,,,2019,4,24.6712862,121.7571854
頭城鎮,宜蘭縣頭城鎮復興路111之19號,97.37,住,,,1080417,土地2建物1車位0,三層,鋼筋混凝土造,1070427.0,181.8,4,2,2,有,無,8450000.0,46480.0,,RPVNMLKKOHOFFBG58CA,167.07,0.0,14.73,,,2019,4,24.8653621,121.8199374
員山鄉,宜蘭縣員山鄉員山路一段２０１號,47.45,住,,,1080412,土地2建物1車位0,三層,鋼筋混凝土加強磚造,680106.0,97.94,2,1,3,有,無,2400000.0,24505.0,兄弟買賣、含增建,RPQOMLQKNHOFFBG88EA,97.94,0.0,0.0,,,2019,4,24.7454433,121.7268557
宜蘭市,宜蘭縣宜蘭市幸福路６６號,146.82,住,,,1080408,土地2建物1車位0,二層,鋼筋混凝土加強磚造,610120.0,146.78,3,2,2,有,無,10500000.0,71536.0,,RPTOMLSLNHOFFBG66CA,146.78,0.0,0.0,,,2019,4,24.76053,121.7557199
礁溪鄉,宜蘭縣礁溪鄉漳福路２０８之４６號,117.11,農,,,1080412,土地2建物1車位0,三層,鋼筋混凝土造,1041231.0,199.26,4,2,4,有,無,11000000.0,55204.0,,RPTNMLKLNHOFFBG38CA,184.01,0.0,15.25,,,2019,4,24.7891258,121.7437792
宜蘭市,宜蘭縣宜蘭市自強新路５２號,84.08,住,,,1080330,土地2建物1車位0,三層,鋼筋混凝土加強磚造,690325.0,174.0,3,3,2,有,無,9500000.0,54598.0,,RPUNMLKLNHOFFBG48CA,174.0,0.0,0.0,,,2019,3,24.7448002,121.7571477
羅東鎮,宜蘭縣羅東鎮西安街１８０巷１５弄４３號,79.5,,特定農業區,甲種建築用地,1080403,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690328.0,100.8,5,2,3,有,無,4300000.0,42659.0,,RPROMLQJOHOFFAG68CA,100.8,0.0,0.0,,,2019,4,24.6699595,121.7579273
羅東鎮,宜蘭縣羅東鎮興東路２８９巷１號,87.0,商,,,1080415,土地1建物1車位0,三層,鋼筋混凝土加強磚造,660711.0,190.56,4,2,3,有,無,11400000.0,59824.0,,RPXNMLNLNHOFFAG98CA,190.56,0.0,0.0,,,2019,4,24.6842541,121.7700283
蘇澳鎮,宜蘭縣蘇澳鎮龍祥二路５巷３號,66.0,,工業區,丁種建築用地,1080327,土地1建物1車位0,三層,鋼筋混凝土造,1080104.0,150.13,4,2,3,有,無,7050000.0,46959.0,,RPWNMLRKNHOFFAG56CA,136.18,0.0,13.95,,,2019,3,24.6350417,121.8280796
蘇澳鎮,宜蘭縣蘇澳鎮東澳路10號,106.97,,山坡地保育區,丙種建築用地,1080321,土地2建物1車位0,二層,鋼筋混凝土加強磚造,700304.0,104.62,4,2,2,有,無,2550000.0,24374.0,姊弟關係,RPTNMLSKPHOFFAG56CA,104.62,0.0,0.0,,,2019,3,24.518861,121.8325579
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３９７巷６９弄４０號,97.12,住,,,1080413,土地1建物1車位0,三層,見其他登記事項,1071106.0,194.66,4,2,5,有,無,8150000.0,41868.0,,RPUNMLRKNHOFFAG98CA,179.45,0.0,15.21,,,2019,4,24.6203112,121.8314798
五結鄉,宜蘭縣五結鄉三吉中路１１５巷１０號,103.9,,鄉村區,乙種建築用地,1080318,土地1建物1車位0,三層,見其他登記事項,1060905.0,198.07,4,2,4,有,無,8500000.0,42914.0,,RPPOMLKLNHOFFAG97CA,184.02,0.0,14.05,,,2019,3,24.7060209,121.7890727
冬山鄉,宜蘭縣冬山鄉永安路４１５巷３６號,81.0,住,,,1080401,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660326.0,102.11,5,2,2,有,無,3800000.0,37215.0,含增建或未登記建物。；頂樓加蓋,RPSNMLSLNHOFFAG98CA,102.11,0.0,0.0,,,2019,4,24.6619781,121.7630336
頭城鎮,宜蘭縣頭城鎮大里路７１之４號,117.56,住,,,1080423,土地4建物1車位0,二層,鋼筋混凝土加強磚造,710707.0,90.4,2,1,2,有,無,350000.0,3872.0,親友、員工或其他特殊關係間之交易。；,RPUNMLOLNHOFFBG88CA,90.4,0.0,0.0,,,2019,4,24.8576121,121.8234687
