town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month
"員山鄉","宜蘭縣員山鄉榮光路４８１巷６弄３號",73.32,"","特定農業區","甲種建築用地",1080309,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0701228",94.6,"0","0","0","無","無",1800000,19027,"","RPXNMLTJMHOFFBG76CA",94.6,0,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市崇聖街４８巷３之１號",71.06,"商","","",1080306,"土地2建物1車位0","一層","磚造","",44.45,"0","0","1","無","無",4500000,101237,"","RPSOMLOKOHOFFBG78CA",44.45,0,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市慈安路８０巷３弄８號",11.39,"住","","",1080319,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0651206",14.85,"3","2","2","有","無",750000,50505,"親友、員工或其他特殊關係間之交易。；","RPRNMLKLMHOFFBG08CA",14.85,0,0,"","",2019,3
"五結鄉","宜蘭縣五結鄉學進二路５２巷５號",92.73,"住","","",1071228,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0651210",115.06,"3","2","2","有","無",2200000,19120,"親友、員工或其他特殊關係間之交易。；","RPPNMLSJMHOFFAG38CA",115.06,0,0,"","",2018,12
"蘇澳鎮","宜蘭縣蘇澳鎮龍祥二路６巷４１號",68,"","工業區","丁種建築用地",1080311,"土地1建物1車位0","三層","鋼筋混凝土造","1060911",156.56,"4","2","3","有","無",6800000,43434,"","RPQNMLMJMHOFFAG87CA",141.39,0,15.17,"","",2019,3
"羅東鎮","宜蘭縣羅東鎮純精路一段８２號",43,"住","","",1080306,"土地1建物1車位0","二層","鋼造","0811007",62.84,"0","0","2","無","無",5301000,84357,"","RPVNMLMKMHOFFAG48CA",62.84,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉梅花路９２６巷４弄３號",198,"","特定農業區","甲種建築用地",1080224,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700901",153.48,"4","2","3","有","無",8800000,57336,"壹樓空地及頂樓有增建。","RPTOMLQKMHOFFAG78CA",153.48,0,0,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市民權路二段２９０號",108.38,"住","","",1080316,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680326",96.24,"5","2","3","有","無",7000000,72735,"","RPPNMLOKMHOFFBG18CA",96.24,0,0,"","",2019,3
"頭城鎮","宜蘭縣頭城鎮頭濱路二段５４０號",149.57,"","鄉村區","乙種建築用地",1080220,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700121",124.66,"3","1","2","有","無",5180000,41553,"","RPWNMLTKMHOFFBG76CA",124.66,0,0,"","",2019,2
"頭城鎮","宜蘭縣頭城鎮濱海路二段４５５之１號",117.44,"住","","",1080305,"土地5建物1車位0","一層","鋼筋混凝土加強磚造","",94.62,"3","2","1","有","無",3200000,33819,"","RPROMLNKOHOFFBG58CA",94.62,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉梅花路７４巷２弄８號",92.12,"","特定農業區","甲種建築用地",1080317,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0660808",94.5,"3","2","2","有","無",3030000,32063,"本案建物另有增建1樓廚房及頂樓","RPVOMLPKMHOFFAG09EA",94.5,0,0,"","",2019,3
"三星鄉","宜蘭縣三星鄉大埔中路２６５巷３９號",198,"","鄉村區","乙種建築用地",1080225,"土地1建物1車位0","二層","鋼筋混凝土造","1020611",206.6,"4","2","5","有","無",13880000,67183,"","RPQNMLTJMHOFFAG78EA",199.2,0,7.4,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市延平路５６巷４７號",88.56,"住","","",1080322,"土地1建物1車位0","三層","鋼筋混凝土造","0940107",198.08,"4","3","3","有","無",8400000,42407,"含增建或未登記建物。；","RPRNMLKKMHOFFBG97CA",161.64,18.21,18.23,"","",2019,3
"五結鄉","宜蘭縣五結鄉五結中路三段２２１巷３９號",95.71,"","特定農業區","甲種建築用地",1080319,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0701001",103.44,"4","2","2","有","無",4800000,46404,"","RPOOMLSJMHOFFAG38CA",103.44,0,0,"","",2019,3
"羅東鎮","宜蘭縣羅東鎮興東路２５６之５號",112,"住","","",1080304,"土地2建物1車位0","三層","見其他登記事項","1060713",220.27,"5","3","5","有","無",13030000,59155,"","RPQOMLSJMHOFFAG58CA",204.56,0,15.71,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉冬山路一段６４９巷１弄７號",77.82,"住","","",1080311,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0670519",89.96,"4","2","2","有","無",3150000,35016,"","RPSNMLKKMHOFFAG97CA",89.96,0,0,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮金湖街１１３巷７號",96.65,"住","","",1080304,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0691224",107.4,"0","0","0","無","無",2400000,22346,"","RPTNMLLKMHOFFAG18CA",107.4,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉義成路三段３２３巷１弄２之１號",82.29,"住","","",1080225,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0621001",74,"5","2","4","有","無",5500000,74324,"","RPWNMLMKMHOFFAG58CA",74,0,0,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮頂興路１１０號",71.35,"","工業區","丁種建築用地",1080311,"土地1建物1車位0","三層","鋼筋混凝土造","1030303",166.41,"4","2","3","有","無",5700000,34253,"權利人2人一樓後方陽台做曬衣室","RPSNMLPLMHOFFAG58CA",144.18,0,22.23,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉香南路２４０號",163.43,"住","","",1071216,"土地1建物1車位0","三層","鋼筋混凝土造","0940909",253.28,"4","2","3","有","無",10600000,41851,"含增建或未登記建物。；","RPRPMLPKMHOFFAG58CA",235.65,0,17.63,"","",2018,12
"三星鄉","宜蘭縣三星鄉三星路二段９９巷３１弄１５號",105.63,"","鄉村區","乙種建築用地",1080308,"土地1建物1車位0","三層","鋼筋混凝土造","1020809",171.26,"4","2","4","有","無",7800000,45545,"","RPPNMLPKMHOFFAG18CA",156.03,0,15.23,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮光明南巷２之７號",126.32,"住","","",1080212,"土地1建物1車位0","三層","見其他登記事項","1060317",203.83,"5","2","4","有","無",7500000,36795,"","RPQNMLSLMHOFFAG68CA",179.85,0,23.98,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮光明南巷２之６號",113.33,"住","","",1080212,"土地1建物1車位0","三層","見其他登記事項","1060317",201.27,"5","2","4","有","無",7500000,37263,"","RPRNMLSLMHOFFAG78CA",177.82,0,23.45,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮光明南巷２之５號",112.34,"住","","",1080212,"土地1建物1車位0","三層","見其他登記事項","1060317",201.27,"5","2","4","有","無",7500000,37263,"","RPSNMLSLMHOFFAG88CA",177.82,0,23.45,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉廣安路１５６巷１號",191.81,"","鄉村區","乙種建築用地",1080319,"土地2建物1車位0","三層","鋼筋混凝土造","1021203",214.78,"4","2","5","有","無",10800000,50284,"","RPPPMLPKMHOFFAG38CA",194.16,0,20.62,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉冬山路三段５５４號",160.34,"商","","",1080305,"土地2建物2車位0","二層","鋼筋混凝土加強磚造","0630110",163.7,"2","3","2","有","無",12500000,76359,"含增建或未登記建物。；","RPQPMLPKMHOFFAG48CA",163.7,0,0,"","",2019,3
"羅東鎮","宜蘭縣羅東鎮浮崙巷１９之１號",65.5,"住","","",1080320,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0670114",65.06,"0","0","0","無","無",2600000,39963,"","RPTNMLMLMHOFFAG38CA",65.06,0,0,"","",2019,3
"五結鄉","宜蘭縣五結鄉仁五路一段７８巷２３號",90.71,"農","","",1080320,"土地1建物1車位0","三層","鋼筋混凝土造","0930712",188.92,"5","2","4","有","無",8100000,42875,"一樓/法定空地有增建。","RPSNMLLJNHOFFAG08CA",154.35,18.19,16.38,"","",2019,3
"羅東鎮","宜蘭縣羅東鎮民治街１９巷１５號",11,"住","","",1080321,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0600809",13.76,"3","2","2","有","無",520000,37791,"親友、員工或其他特殊關係間之交易。；","RPOOMLMKMHOFFAG87CA",13.76,0,0,"","",2019,3
"五結鄉","宜蘭縣五結鄉中正路一段３５巷１號",101.86,"住","","",1080317,"土地3建物1車位0","二層","鋼筋混凝土加強磚造","0640826",107.86,"5","2","2","有","無",5200000,48211,"含增建或未登記建物。；","RPUNMLLKMHOFFAG28CA",107.86,0,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市公園北路４３號",88.66,"住","","",1080319,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0760507",141.54,"3","2","2","有","無",10000000,70651,"","RPSNMLMKMHOFFBG28CA",118.58,15,7.96,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市健康路二段４７號",79,"商","","",1080319,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","",116.58,"3","2","2","有","無",12000000,102934,"","RPTPMLSKMHOFFBG56CA",116.58,0,0,"","",2019,3
"員山鄉","宜蘭縣員山鄉同新路341號",81.52,"","鄉村區","乙種建築用地",1080315,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0690211",118.22,"0","0","2","無","無",6000000,50753,"二親等買賣","RPSNMLTLMHOFFBG56DA",118.22,0,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市復興路７２號",89.93,"住","","",1080117,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","",84.1,"4","2","2","有","無",15000000,178359,"一樓空地及頂樓增建","RPXNMLQLMHOFFBG66CA",84.1,0,0,"","",2019,1
"壯圍鄉","宜蘭縣壯圍鄉壯五路１３０巷６號",103.95,"住","","",1080122,"土地2建物1車位0","三層","鋼筋混凝土造","1071130",168.7,"3","2","2","有","無",10000000,59277,"","RPQNMLNKMHOFFBG18CA",154.03,0,14.67,"","",2019,1
"五結鄉","宜蘭縣五結鄉利成路一段３５３號",182.21,"","鄉村區","乙種建築用地",1080318,"土地1建物1車位0","三層","見其他登記事項","1050822",300.3,"4","1","5","有","無",13100000,43623,"含增建或未登記建物。；因配偶擬回印尼照顧父母親.","RPPNMLSKMHOFFAG48CA",280.77,0,19.53,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮龍祥二路７巷３８號",66,"","工業區","丁種建築用地",1080327,"土地1建物1車位0","三層","鋼筋混凝土造","1070620",150.13,"4","2","3","有","無",7020000,46759,"","RPPNMLKLMHOFFAG77CA",136.18,0,13.95,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮龍祥二路７巷４２號",66,"","工業區","丁種建築用地",1080330,"土地1建物1車位0","三層","鋼筋混凝土造","1070620",150.13,"4","2","3","有","無",7050000,46959,"","RPQNMLKLMHOFFAG87CA",136.18,0,13.95,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉龍祥三路６巷７１號",83.5,"","工業區","丁種建築用地",1080306,"土地1建物1車位0","二層","加強磚造","0680109",139.64,"3","2","2","有","無",2400000,17187,"","RPTOMLNLMHOFFAG58CA",139.64,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉冬山路三段３０１巷７３弄１３號",112.5,"","特定農業區","甲種建築用地",1080309,"土地1建物1車位0","三層","鋼筋混凝土造","0940523",168.75,"3","2","4","有","無",7700000,45630,"含增建或未登記建物。；","RPUPMLOLMHOFFAG88CA",141.99,5.99,20.77,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市自強路２３號",132,"住","","",1080317,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0790503",182.02,"5","3","3","有","無",11500000,63180,"增建:一樓空地、頂樓及陽台外推","RPTOMLQKMHOFFBG88CA",167.18,14.84,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉冬山路五段２９７巷１弄２０號",67.55,"住","","",1080320,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0610226",82.9,"3","1","2","有","無",3800000,45838,"","RPQNMLSKMHOFFAG58CA",82.9,0,0,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮馬賽路３９７巷６９弄２６號",102.1,"住","","",1080321,"土地4建物1車位0","三層","見其他登記事項","1071106",179.83,"4","2","5","有","無",7350000,40872,"","RPSNMLRKMHOFFAG68CA",165.51,0,14.32,"","",2019,3
"五結鄉","宜蘭縣五結鄉中興路二段９９巷３號",110.07,"","特定農業區","甲種建築用地",1080307,"土地3建物1車位0","二層","鋼筋混凝土加強磚造","0700403",117,"4","1","2","有","無",3500000,29915,"","RPRNMLTJNHOFFAG78CA",117,0,0,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮蘇南路２１２號",84.86,"住","","",1080314,"土地1建物1車位0","二層","鋼筋混凝土造","0750531",123.52,"3","2","3","有","無",3500000,28335,"親屬間交易姐.弟媳","RPVNMLPLMHOFFAG09EA",123.52,0,0,"","",2019,3
"三星鄉","宜蘭縣三星鄉大坑二路２７２號",94,"","特定農業區","甲種建築用地",1080316,"土地1建物1車位0","三層","鋼筋混凝土造","0900426",183.54,"4","1","3","有","無",5350000,29149,"","RPSNMLSKMHOFFAG78CA",161.42,6.61,15.51,"","",2019,3
"三星鄉","宜蘭縣三星鄉三星路六段２３５號",42.26,"","特定農業區","甲種建築用地",1080314,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700715",62.56,"3","2","2","有","無",1500000,23977,"親友、員工或其他特殊關係間之交易。；","RPUOMLNLMHOFFAG68CA",62.56,0,0,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮中山路一段２０６巷６號",86.79,"住","","",1080314,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0650730",83.26,"3","3","2","有","無",3000000,36032,"含增建或未登記建物。；","RPWNMLMLMHOFFAG68CA",83.26,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉三順路４５巷６號",129,"","特定農業區","甲種建築用地",1080312,"土地2建物1車位0","三層","見其他登記事項","1040417",187.63,"4","2","3","有","無",10500000,55961,"","RPOOMLLJNHOFFAG77CA",168.13,0,19.5,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市復興路二段１１２巷３８號",119.7,"住","","",1080327,"土地5建物1車位0","四層","鋼筋混凝土造","1020521",211.33,"4","3","4","有","有",14280000,67572,"","RPTNMLTKMHOFFBG09CA",202.98,0,8.35,"","",2019,3
"壯圍鄉","宜蘭縣壯圍鄉美福路三段４２巷１弄７號",130.27,"","特定農業區","甲種建築用地",1080326,"土地2建物1車位0","三層","鋼筋混凝土造","1070403",210.81,"4","2","5","有","無",10600000,50282,"","RPVPMLMJNHOFFBG78CA",198.25,0,12.56,"","",2019,3
"員山鄉","宜蘭縣員山鄉深蓁路３０７號",171.97,"","特定農業區","甲種建築用地",1080323,"土地1建物1車位0","三層","鋼筋混凝土造","1070918",300.69,"6","2","7","有","無",11000000,36583,"","RPSOMLTKMHOFFBG09CA",281.59,0,19.1,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮隘界路２０７巷１弄２１號",169.07,"住","","",1070401,"土地2建物1車位0","三層","見其他登記事項","1080211",198.24,"4","2","4","有","無",8060000,40658,"","RPPOMLQJNHOFFAG58EA",187.29,0,10.95,"","",2018,4
"蘇澳鎮","宜蘭縣蘇澳鎮隘界路２０７巷１弄１號",192.68,"住","","",1071029,"土地2建物1車位0","三層","見其他登記事項","1080211",204.93,"5","1","5","有","無",8600000,41966,"","RPQOMLQJNHOFFAG68EA",193.98,0,10.95,"","",2018,10
"宜蘭市","宜蘭縣宜蘭市大福路一段２５５號",64,"","鄉村區","乙種建築用地",1080315,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700925",98.3,"4","2","2","有","無",6500000,66124,"包含增建及未登記建物","RPROMLKKOHOFFBG28CA",98.3,0,0,"","",2019,3
"員山鄉","宜蘭縣員山鄉新城路７０之７號",58.23,"","鄉村區","乙種建築用地",1080314,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0691210",76.8,"4","2","2","有","無",3200000,41667,"有增建三樓","RPUNMLNKOHOFFBG78CA",76.8,0,0,"","",2019,3
"羅東鎮","宜蘭縣羅東鎮站前南路３５巷４號",94,"住","","",1080109,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0660812",113.24,"3","2","2","有","無",4500000,39739,"親友、員工或其他特殊關係間之交易。；","RPWOMLSJNHOFFAG66CA",113.24,0,0,"","",2019,1
"羅東鎮","宜蘭縣羅東鎮復興路二段２８１巷２９號",86.38,"","鄉村區","乙種建築用地",1080315,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","06006",85.7,"3","3","2","有","無",6600000,77013,"含增建或未登記建物。；改建1樓法空部分、3樓牆是磚塊、屋頂鐵皮","RPQOMLOLMHOFFAG38CA",85.7,0,0,"","",2019,3
"五結鄉","宜蘭縣五結鄉中正東路５２巷６號",75.28,"住","","",1080329,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0640115",111.64,"4","3","3","有","無",6100000,54640,"","RPPOMLNLMHOFFAG18CA",111.64,0,0,"","",2019,3
"五結鄉","宜蘭縣五結鄉五結中路二段３６８巷７弄６號",93.28,"","特定農業區","甲種建築用地",1080227,"土地2建物1車位0","三層","鋼筋混凝土造","0820422",156.57,"3","2","2","有","無",4800000,30657,"","RPVNMLMLMHOFFAG58CA",141.12,5.85,9.6,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉松樹路530巷2號",71.42,"","特定農業區","甲種建築用地",1080223,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700115",111.16,"3","2","2","有","無",3500000,31486,"","RPPNMLKMMHOFFAG87CA",111.16,0,0,"","",2019,2
"壯圍鄉","宜蘭縣壯圍鄉美福五路２巷１２號",101.25,"","特定農業區","甲種建築用地",1080323,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0810521",142.52,"4","2","2","有","無",3980000,27926,"增建: 一樓空地及陽台外推","RPQOMLSJNHOFFBG78CA",125.66,15,1.86,"","",2019,3
"礁溪鄉","宜蘭縣礁溪鄉柴圍路80之6號",102.97,"","特定農業區","甲種建築用地",1080316,"土地1建物1車位0","二層","鋼筋混凝土造","0830304",141.3,"2","2","2","有","無",5000000,35386,"含增建或未登記建物。；","RPXOMLMLMHOFFBG98CA",121.8,15,4.5,"","",2019,3
"員山鄉","宜蘭縣員山鄉榮光路２２８巷７０弄４號",88.23,"","特定農業區","甲種建築用地",1080408,"土地1建物1車位0","四層","鋼筋混凝土造","0821228",194.96,"3","3","4","有","無",3600000,18465,"含增建或未登記建物。；","RPSPMLMLMHOFFBG58CA",170.6,4.29,20.07,"","",2019,4
"宜蘭市","宜蘭縣宜蘭市國榮路５２巷１弄８號",94.11,"住","","",1080315,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","",71.7,"4","2","2","有","無",3700000,51604,"親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；","RPTNMLNLMHOFFBG58CA",71.7,0,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市嵐峰路三段４４８巷１０號",95.25,"住","","",1080322,"土地2建物1車位0","五層","鋼筋混凝土造","0870904",202.11,"5","3","4","有","無",9000000,44530,"一樓空地有增建所有權人兩人","RPPNMLQLMHOFFBG48CA",183.46,.66,17.99,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮福德西巷６６巷６號",107.11,"","特定農業區","甲種建築用地",1080321,"土地2建物1車位0","三層","見其他登記事項","1070327",177.21,"3","2","4","有","無",6200000,34987,"含增建或未登記建物。；","RPTNMLNLMHOFFAG48CA",167.88,0,9.33,"","",2019,3
