town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month
"五結鄉","季水路北巷２之１３號",103,"","鄉村區","乙種建築用地",1091202,"土地2建物1車位0","三層","鋼筋混凝土造","1060822",182.71,"5","2","4","有","無",6100000,33386,"","RPPOMLPLKIPFFAG58EA",173.26,0,9.45,"無","",2020,12
"宜蘭市","女中路三段１０６巷３２號",102.04,"都市：其他:住宅區","","",1091030,"土地2建物1車位0","三層","鋼骨鋼筋混凝土造","0931022",201.8,"4","2","3","有","無",11200000,55500,"未登記建物；","RPWOMLSLKIPFFBG07EA",165.9,18.07,17.83,"無","",2020,10
"礁溪鄉","仁愛路７８巷２６號",66.33,"都市：其他:道路用地","","",1091215,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0600101",57.98,"2","2","3","有","無",10200000,175923,"","RPRNMLSLKIPFFBG09EA",57.98,0,0,"無","",2020,12
"宜蘭市","黎明三路３２９巷２６弄８號",93.31,"都市：其他:住宅區","","",1091111,"土地2建物1車位0","四層","鋼筋混凝土造","1050420",187.84,"4","2","4","有","無",11000000,58560,"法定空地上有增建1至4樓其他增建；","RPPNMLTLKIPFFBG88DA",168.78,0,19.06,"無","0128",2020,11
"宜蘭市","黎明三路３２９巷８８號",95.19,"都市：其他:住宅區","","",1091127,"土地1建物1車位0","三層","鋼筋混凝土造","0960504",206.52,"5","5","5","有","無",11600000,56169,"未登記建物；","RPRNMLTLKIPFFBG09DA",172.91,18.48,15.13,"無","0129",2020,11
"壯圍鄉","永美路二段１４２巷６７弄１號",334.38,"","特定農業區","農牧用地",1091114,"土地3建物1車位0","四層","鋼筋混凝土造","1050308",343.47,"4","2","5","有","無",17800000,51824,"","RPWOMLOLKIPFFBG56DA",297.69,0,45.78,"有","0130",2020,11
"宜蘭市","健康路二段２４巷１１號",68.39,"都市：其他:住宅區","","",1091202,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0660211",92.5,"0","0","2","有","無",5350000,57838,"增建廚房。其他增建；","RPWOMLPLKIPFFBG66DA",92.5,0,0,"無","",2020,12
"頭城鎮","復興路３１巷１７號",105.36,"都市：其他:住宅區","","",1091125,"土地1建物1車位0","四層","鋼筋混凝土造","0850709",256.84,"4","3","4","有","無",8500000,33095,"其它增建:壹樓空地1~3樓增建其他增建；","RPQNMLOLKIPFFBG48DA",233.4,3.28,20.16,"無","",2020,11
"壯圍鄉","永美路二段６１巷２８弄２１號",126.41,"","特定農業區","甲種建築用地",1091222,"土地5建物1車位0","三層","鋼筋混凝土造","1090612",191.19,"4","2","3","有","無",9080000,47492,"","RPPNMLNLKIPFFBG28DA",173.2,0,17.99,"無","",2020,12
"壯圍鄉","永美路二段６１巷２８弄１２號",120.34,"","特定農業區","甲種建築用地",1091218,"土地5建物1車位0","三層","鋼筋混凝土造","1090612",186.49,"4","2","3","有","無",8780000,47080,"","RPPOMLLLKIPFFBG18DA",168.36,0,18.13,"無","",2020,12
"壯圍鄉","永美路二段６１巷２８弄２８號",114.25,"","特定農業區","甲種建築用地",1091218,"土地3建物1車位0","三層","鋼筋混凝土造","1090612",181.52,"4","2","3","有","無",8680000,47818,"","RPXNMLLLKIPFFBG88DA",169.9,0,11.62,"無","",2020,12
"五結鄉","三結二路３６８巷２３號",81.15,"都市：其他:農業區","","",1091129,"土地4建物1車位0","三層","鋼筋混凝土造","1000822",136.67,"4","2","3","有","無",7600000,55608,"","RPSNMLOLKIPFFAG58DA",121.68,.44,14.55,"無","",2020,11
"三星鄉","大埔中路２６５巷１８弄１０號",81.95,"","鄉村區","乙種建築用地",1091124,"土地1建物1車位0","三層","鋼筋混凝土造","1040721",140.21,"4","2","3","有","無",7370000,52564,"","RPQNMLSLKIPFFAG78DA",123.26,1.7,15.25,"無","",2020,11
"五結鄉","大吉二路２３５巷１５號",100.05,"","鄉村區","乙種建築用地",1091114,"土地1建物1車位0","二層","鋼筋混凝土造","0811224",134.47,"5","2","3","有","無",5500000,40901,"其他增建：一樓三四樓其他增建；","RPQOMLPLKIPFFAG58DA",113.42,14.94,6.11,"無","",2020,11
"三星鄉","大埔中路２６７之１號",123.8,"","鄉村區","乙種建築用地",1091207,"土地2建物1車位0","三層","鋼筋混凝土造","1050704",190.37,"4","2","5","有","無",10600000,55681,"","RPWOMLPLKIPFFAG56DA",178.49,0,11.88,"無","",2020,12
"三星鄉","中山路一段２５０巷１２號",111.89,"都市：其他:住宅區","","",1091213,"土地1建物1車位0","二層","見其他登記事項","0690528",113.94,"4","2","2","有","無",4750000,41689,"","RPVOMLMLKIPFFAG78DA",113.94,0,0,"無","",2020,12
"五結鄉","利成路二段３８巷５號",75.07,"","一般農業區","甲種建築用地",1091107,"土地2建物1車位0","三層","鋼筋混凝土造","1090113",159.41,"4","2","6","有","無",8600000,53949,"","RPROMLSLKIPFFAG98DA",159.41,0,0,"有","",2020,11
"宜蘭市","新興路２２２號",73.02,"都市：其他:住宅區","","",1091126,"土地2建物1車位0","三層","鋼筋混凝土加強磚造","0700212",147,"4","2","3","有","無",11000000,74830,"增建一樓空地及頂樓其他增建；","RPUNMLKMKIPFFBG58DA",147,0,0,"無","",2020,11
"員山鄉","枕山路１０７之３８號",170.97,"","一般農業區","甲種建築用地",1091119,"土地3建物1車位0","三層","鋼筋混凝土造","0851203",215.25,"4","2","3","有","無",6150000,28571,"一樓空地 頂樓及露台有增建土地價款:新臺幣 300萬元整  房屋價款:新臺幣315萬其他增建；","RPUOMLTLKIPFFBG86DA",190.71,10.6,13.94,"無","",2020,11
"蘇澳鎮","龍祥二路６巷６３號",82.67,"","工業區","丁種建築用地",1091123,"土地1建物1車位0","三層","鋼筋混凝土造","1050725",205.21,"4","2","3","有","無",5550000,27045,"","RPVNMLTLKIPFFAG86EA",192.39,0,12.82,"無","",2020,11
"蘇澳鎮","岳明新村１９８號　",44.28,"都市：其他:住宅區","","",1090917,"土地1建物1車位0","一層","鋼筋混凝土加強磚造","0450515",15.73,"0","0","1","有","無",800000,50858,"","RPPNMLLMKIPFFAG18EA",13.63,2.1,0,"無","",2020,9
"宜蘭市","西門路６３號",185.89,"都市：其他:住宅區","","",1091105,"土地4建物1車位0","二層","鋼筋混凝土造","0780113",168.81,"5","2","3","有","無",14700000,87080,"依土地法34條之1規定處分","RPPNMLKMKIPFFBG08DA",155.81,13,0,"無","",2020,11
"壯圍鄉","壯濱路五段８７巷１２號",117,"","一般農業區","甲種建築用地",1091115,"土地2建物1車位0","三層","鋼筋混凝土造","1091030",190.04,"4","2","4","有","無",7200000,37887,"","RPTNMLKMKIPFFBG48DA",171.25,0,18.79,"無","",2020,11
"壯圍鄉","壯濱路五段８７巷７號",114,"","一般農業區","甲種建築用地",1090924,"土地2建物1車位0","三層","鋼筋混凝土造","1091030",190.01,"4","2","4","有","無",6500000,34209,"","RPQOMLTLKIPFFBG09DA",171.22,0,18.79,"無","",2020,9
"冬山鄉","育英路１６０巷１５號",93.12,"都市：其他:保護區","","",1091204,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0610915",102.06,"7","2","4","有","無",4000000,39193,"一二樓房屋後方及三樓全部增建親友、員工、共有人或其他特殊關係間之交易；其他增建；","RPSRMLKMKIPFFAG68DA",102.06,0,0,"無","",2020,12
"三星鄉","三星路一段３８５巷６６號",92.03,"","特定農業區","甲種建築用地",1091116,"土地1建物1車位0","三層","鋼筋混凝土造","0841216",217.89,"5","2","3","有","無",6000000,27537,"","RPQNMLLMKIPFFAG18DA",199.92,4.81,13.16,"無","",2020,11
"冬山鄉","鹿埔路２８３號",81.29,"","鄉村區","乙種建築用地",1091124,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680830",102.38,"3","2","2","有","無",4300000,42000,"","RPRNMLLMKIPFFAG28DA",102.38,0,0,"無","",2020,11
"五結鄉","五結路三段６７６號",150,"都市：其他:住宅區","","",1091120,"土地1建物1車位0","一層","磚造","",88.91,"3","1","1","有","無",13890000,156225,"","RPRNMLPLKIPFFAG58DA",88.91,0,0,"無","",2020,11
"冬山鄉","義成路三段２５５巷２６號",60.26,"都市：其他:住宅區","","",1091127,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680823",97.2,"5","2","3","有","無",4270000,43930,"增建約20坪12樓跟頂樓其他增建；","RPRNMLPJKIPFFAG38DA",97.2,0,0,"無","",2020,11
"冬山鄉","華祥路６號",85.95,"","特定農業區","甲種建築用地",1091017,"土地1建物1車位0","四層","鋼筋混凝土造","0850625",201.08,"4","2","3","有","無",7300000,36304,"","RPWNMLLKKIPFFAG58DA",175.23,25.85,0,"無","0155",2020,10
"五結鄉","中興路二段２００巷７７號",105.81,"都市：其他:住宅區","","",1091028,"土地2建物1車位0","三層","鋼筋混凝土造","1080916",167.07,"4","2","4","有","無",13300000,79607,"","RPVNMLKKKIPFFAG38DA",150.99,0,16.08,"無","",2020,10
"頭城鎮","環鎮東路二段５４７巷２號",114.28,"都市：其他:住宅區","","",1091216,"土地1建物1車位0","三層","鋼筋混凝土造","1080514",180.01,"3","2","4","有","無",12150000,67496,"","RPPNMLOJJHGGFBG17DA",168.73,0,11.28,"無","0157",2020,12
"員山鄉","浮洲路１７巷３５弄１６號",90.56,"","特定農業區","甲種建築用地",1091122,"土地1建物1車位0","三層","鋼筋混凝土造","0890328",178.61,"4","3","3","有","無",6260000,35048,"陽台外推；","RPWNMLSLKIPFFBG86DA",159.71,5.04,13.86,"無","",2020,11
"員山鄉","大湖十路７５巷８號",470.31,"","特定農業區","甲種建築用地",1091125,"土地1建物1車位0","四層","鋼筋混凝土造","1081008",486.87,"0","0","0","無","無",27500000,56483,"毛胚屋；","RPOOMLSLKIPFFBG78DA",405.79,0,81.08,"有","",2020,11
"頭城鎮","福成路１６７號",1945.26,"","特定農業區","農牧用地",1090805,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0810624",141.41,"4","1","2","有","無",11500000,81324,"含土地增值稅或其他稅費525655元；","RPXNMLOJJHGGFBG97DA",133.56,7.85,0,"無","",2020,8
"羅東鎮","民有街７巷９號",75,"都市：其他:住宅區","","",1091217,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0640422",94.38,"4","2","2","有","無",6650000,70460,"一樓廚房增建","RPPNMLOJJHGGFAG07DA",94.38,0,0,"無","",2020,12
"三星鄉","五分路一段２２９號",89.33,"","特定農業區","甲種建築用地",1091204,"土地4建物1車位0","四層","鋼筋混凝土造","0900723",202.16,"5","3","3","有","無",5900000,29185,"頂樓有增建，因房屋有滲漏水，補貼新台幣伍萬元整。其他增建；","RPQNMLOJJHGGFAG17DA",179.9,6.29,15.97,"無","",2020,12
"三星鄉","大德路二段６５２巷８號",116.1,"","特定農業區","甲種建築用地",1091119,"土地4建物1車位0","三層","鋼筋混凝土造","1080606",194.93,"4","2","4","有","無",8200000,42066,"","RPOOMLPJJHGGFAG17DA",177.15,0,17.78,"無","",2020,11
"冬山鄉","武罕六路７２號",159.15,"","特定農業區","甲種建築用地",1091122,"土地1建物1車位0","三層","鋼筋混凝土造","1060724",346.98,"4","2","4","有","無",15000000,43230,"","RPRNMLOKKIPFFAG38DA",306.6,11.59,28.79,"無","",2020,11
"冬山鄉","武罕六路７６號",149.1,"","特定農業區","甲種建築用地",1091120,"土地1建物1車位0","三層","鋼筋混凝土造","1060724",337.97,"4","2","4","有","無",14800000,43791,"","RPSNMLOKKIPFFAG48DA",298.77,15.25,23.95,"無","",2020,11
"宜蘭市","自強路１１巷２１號",84.32,"都市：其他:住宅區","","",1091210,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0660616",135.74,"5","4","5","有","無",9800000,72197,"","RPXOMLPJJHGGFBG18DA",135.74,0,0,"無","",2020,12
"礁溪鄉","礁溪路一段３０２巷１０弄２號",90.97,"都市：其他:住宅區","","",1091204,"土地1建物1車位0","三層","鋼筋混凝土造","0850802",181.28,"4","2","2","有","無",6700000,36959,"增建廚房頂樓加蓋；其他增建；","RPSNMLQJJHGGFBG67DA",153.04,21.07,7.17,"無","0166",2020,12
"員山鄉","員山路一段１００巷１５弄３１號",181.38,"都市：其他:道路用地","","",1091120,"土地6建物1車位0","三層","鋼筋混凝土造","0860506",221.99,"0","0","3","有","無",7300000,32884,"包含公共設施保留地用地；","RPWNMLMLKIPFFBG88DA",202.02,9.42,10.55,"無","",2020,11
"宜蘭市","中山路二段２０２巷６號",97.29,"都市：其他:住宅區","","",1091025,"土地1建物1車位0","三層","鋼筋混凝土造","0970917",223.99,"4","2","3","有","無",13500000,60271,"","RPVNMLPJJHGGFBG97EA",173.71,25.62,24.66,"無","",2020,10
"冬山鄉","北成路二段１３５巷１３６號",100.6,"","特定農業區","甲種建築用地",1091029,"土地1建物1車位0","四層","鋼筋混凝土造","0860219",200.67,"0","0","3","有","無",16000000,79733,"","RPQNMLQJJHGGFAG47EA",185.85,0,14.82,"無","0169",2020,10
"三星鄉","萬富五路１６８巷２１弄２號",194.52,"","特定農業區","甲種建築用地",1091205,"土地3建物1車位0","三層","鋼筋混凝土造","1051026",287.96,"4","3","6","有","無",14120000,49035,"","RPRNMLQJJHGGFAG57EA",264.73,0,23.23,"無","",2020,12
"五結鄉","五結中路一段３４５號",64,"都市：其他:商業區","","",1091005,"土地2建物1車位0","一層","見其他登記事項","0540701",67.5,"1","2","1","有","無",5700000,84444,"未登記建物；","RPSNMLQJJHGGFAG67EA",67.5,0,0,"無","",2020,10
"壯圍鄉","永美路二段６１巷２８弄５６號",123.98,"","特定農業區","甲種建築用地",1091221,"土地5建物1車位0","三層","鋼筋混凝土造","1090612",195.13,"4","2","3","有","無",9280000,47558,"","RPSOMLSLKIPFFBG56DA",178.56,0,16.57,"無","",2020,12
"宜蘭市","樹人路３６巷１４號",66.45,"都市：其他:住宅區","","",1091215,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","",92.45,"3","2","2","有","無",4600000,49757,"","RPQOMLRKKIPFFBG78DA",92.45,0,0,"無","",2020,12
"宜蘭市","慈安路７８之２號",82.71,"都市：其他:道路用地","","",1091126,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0651025",94.72,"1","2","2","有","無",7500000,79181,"","RPRNMLRJJHGGFBG67DA",94.72,0,0,"無","0172",2020,11
"五結鄉","五結中路二段３２３巷７６號",60.89,"","特定農業區","甲種建築用地",1091221,"土地1建物1車位0","三層","鋼筋混凝土造","0861223",127.51,"4","1","3","有","無",5100000,39997,"","RPSNMLMLKIPFFAG38DA",104.64,0,22.87,"無","",2020,12
"五結鄉","台興路１８１巷３號",91.13,"都市：其他:住宅區","","",1091201,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0551216",93.3,"0","0","2","有","無",3000000,32154,"一樓二樓後方增建其他增建；","RPTNMLQJJHGGFAG67DA",93.3,0,0,"無","0179",2020,12
"羅東鎮","維揚路８９號",89.45,"都市：其他:住宅區","","",1091211,"土地1建物1車位0","四層","鋼筋混凝土造","0870113",266.3,"6","2","4","有","無",19800000,74352,"含租約；","RPRNMLRJJHGGFAG57DA",232.38,33.92,0,"無","0180",2020,12
"五結鄉","成興路１０３巷２號",103.36,"","特定農業區","甲種建築用地",1081231,"土地3建物1車位0","三層","鋼筋混凝土造","1091013",159.49,"4","2","5","有","無",7000000,43890,"","RPQOMLRJJHGGFAG57DA",139.95,0,19.54,"無","",2019,12
"冬山鄉","廣興路３７４巷１０號",78.63,"","特定農業區","甲種建築用地",1091208,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680615",105.72,"3","2","2","有","無",4000000,37836,"","RPOOMLQJJHGGFAG27DA",105.72,0,0,"無","",2020,12
"五結鄉","五結路三段１８８巷５８號",103.5,"都市：其他:住宅區","","",1091114,"土地2建物1車位0","三層","鋼筋混凝土造","1070628",202.22,"4","2","5","有","無",10300000,50935,"","RPRPMLNLJIPFFAG48DA",187.54,0,14.68,"有","0182",2020,11
"礁溪鄉","白雲二路１０８巷３號",101,"","鄉村區","乙種建築用地",1091211,"土地3建物1車位0","三層","鋼筋混凝土造","1030630",179.84,"4","2","3","有","無",13500000,75067,"含裝潢費；含傢俱設備費；","RPVNMLRJJHGGFBG08DA",164.3,0,15.54,"無","0185",2020,12
"宜蘭市","大坡路二段１５７號",91,"都市：其他:道路用地","","",1091201,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","",136.77,"0","0","2","有","無",7850000,57396,"增建約17坪頂樓頂樓加蓋；","RPQNMLPJKIPFFBG38DA",118.02,18.75,0,"無","",2020,12
"宜蘭市","慈安路７０巷２弄７０號",74.83,"都市：其他:道路用地","","",1091205,"土地3建物1車位0","二層","鋼筋混凝土加強磚造","0670424",95,"4","2","2","有","無",4900000,51579,"未登記建物；","RPRNMLSJJHGGFBG87EA",95,0,0,"無","0189",2020,12
"員山鄉","員山路一段３９７巷７９弄６號",102.51,"都市：其他:農業區","","",1091209,"土地2建物1車位0","三層","鋼筋混凝土造","1010103",167.1,"4","2","3","有","無",9800000,58648,"","RPSNMLSJJHGGFBG97EA",152.28,0,14.84,"無","0190",2020,12
"五結鄉","成興路１０３巷１２號",89.77,"","特定農業區","甲種建築用地",1090713,"土地3建物1車位0","三層","見其他登記事項","1091013",172.27,"4","2","5","有","無",6500000,37731,"預售屋、或土地及建物分次登記案件；","RPROMLRJJHGGFAG77EA",158.4,0,13.87,"無","",2020,7
"礁溪鄉","瑪僯路１３０之１２號",154.8,"","特定農業區","甲種建築用地",1091213,"土地7建物1車位0","三層","鋼筋混凝土造","1050601",199.97,"5","2","4","有","無",10000000,50008,"","RPPPMLLKJHGGFBG27EA",180.11,0,19.86,"無","",2020,12
"壯圍鄉","永美路二段１４２巷６７弄３號",345.36,"","特定農業區","農牧用地",1091212,"土地3建物1車位0","四層","鋼筋混凝土造","1050308",329.3,"4","2","5","有","無",17800000,54054,"","RPWOMLSJJHGGFBG38DA",302.87,0,26.43,"有","0192",2020,12
"羅東鎮","中華路１２２號",82,"都市：其他:住宅區","","",1091021,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0581108",112.32,"3","2","2","有","無",11100000,98825,"賣方整補貼買方5000元垃圾清運費","RPOOMLRJJHGGFAG37DA",112.32,0,0,"無","",2020,10
"羅東鎮","復興路三段１５７巷６０弄６８之１號",129.22,"","特定農業區","甲種建築用地",1091210,"土地5建物1車位0","三層","鋼筋混凝土造","1090629",188.41,"4","2","5","有","無",12000000,63691,"","RPPOMLRJJHGGFAG47DA",173.84,0,14.57,"無","",2020,12
"羅東鎮","中山路一段２８３巷１３號",84.86,"","特定農業區","甲種建築用地",1091223,"土地3建物1車位0","三層","鋼筋混凝土造","1080919",153.62,"4","2","3","有","無",9700000,63143,"","RPVOMLRJJHGGFAG08DA",141.8,0,11.82,"無","0194",2020,12
"羅東鎮","東宜四路５６號",100,"都市：其他:住宅區","","",1091026,"土地1建物1車位0","三層","鋼筋混凝土造","0830804",209.06,"2","4","3","有","無",13600000,65053,"增建部分：壹樓廚房其他增建；","RPPNMLSJJHGGFAG47DA",199.56,0,9.5,"無","0195",2020,10
"五結鄉","成功路２巷２６之２號",71.41,"","工業區","丁種建築用地",1091207,"土地1建物1車位0","三層","鋼筋混凝土造","1030717",166.4,"4","2","3","有","無",5500000,33053,"","RPQOMLSJJHGGFAG67DA",144.27,0,22.13,"無","0196",2020,12
"蘇澳鎮","城東路２３１之２號",82.59,"都市：其他:住宅區","","",1091229,"土地1建物1車位0","三層","鋼筋混凝土造","1070809",164.75,"4","2","4","有","無",7100000,43096,"","RPQNMLLKJHGGFAG96DA",144.67,4.68,15.4,"無","0197",2020,12
"五結鄉","五結路二段３１７巷３號",100,"都市：其他:住宅區","","",1090925,"土地1建物1車位0","三層","鋼筋混凝土造","1010808",194.11,"5","2","4","有","無",10500000,54093,"","RPRNMLLKJHGGFAG07DA",180.27,1.19,12.65,"無","0198",2020,9
"五結鄉","台興路７３號",85.53,"都市：其他:住宅區","","",1091124,"土地1建物1車位0","四層","鋼筋混凝土造","0950616",203.05,"4","1","3","有","無",10500000,51711,"親屬間交易父子親友、員工、共有人或其他特殊關係間之交易；","RPTOMLSJJHGGFAG97DA",174.63,0,28.42,"無","0199",2020,11
"五結鄉","中正西路８９巷６１號",66.26,"都市：其他:住宅區","","",1091126,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0630520",82.82,"3","2","2","有","無",4500000,54335,"","RPVOMLSJJHGGFAG18DA",82.82,0,0,"無","",2020,11
"五結鄉","福和二路１１８巷２６號",128.3,"","特定農業區","甲種建築用地",1091213,"土地3建物1車位0","三層","鋼筋混凝土造","1031210",175.47,"3","2","4","有","無",9000000,51291,"","RPWOMLSJJHGGFAG28DA",172.44,0,3.03,"無","0200",2020,12
"羅東鎮","進德街１３８之２號",95.5,"都市：其他:住宅區","","",1091217,"土地1建物1車位0","三層","鋼筋混凝土造","1030825",224.91,"4","3","3","有","無",16000000,71140,"","RPWNMLSJJHGGFAG18DA",199.74,5.92,19.25,"有","",2020,12
"蘇澳鎮","光明北巷１４號",32.87,"都市：其他:商業區","","",1090929,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0650825",89.58,"2","2","2","有","無",3200000,35722,"","RPUNMLPLKIPFFAG88DA",89.58,0,0,"無","",2020,9
"羅東鎮","四育路１５７號",86,"都市：其他:住宅區","","",1091211,"土地1建物1車位0","三層","鋼筋混凝土造","0751017",194.56,"4","3","3","有","無",13000000,66817,"增建，約49坪。1~4樓空地；頂樓頂樓加蓋；其他增建；","RPPSMLKMKIPFFAG48DA",173.92,6.88,13.76,"無","",2020,12
"羅東鎮","安平路７１巷１８弄８號",112.67,"都市：其他:住宅區","","",1090827,"土地1建物1車位0","三層","鋼骨混凝土造","1060904",201.96,"4","2","5","有","無",16800000,83185,"","RPQOMLLKJHGGFAG07DA",182.08,0,19.88,"無","",2020,8
"頭城鎮","濱海路六段３０１號",118.02,"都市：其他:住宅區","","",1091221,"土地1建物1車位0","三層","鋼筋混凝土造","0840428",211.58,"4","2","3","有","無",5500000,25995,"賣方補貼買方新台幣貳拾萬元修繕用。","RPROMLLKJHGGFBG27DA",190.07,7.95,13.56,"無","",2020,12
"頭城鎮","濱海路六段２９９號",120.57,"都市：其他:住宅區","","",1091221,"土地1建物1車位0","三層","鋼筋混凝土造","0840428",211.58,"4","2","3","有","無",5500000,25995,"賣方補貼買方貳拾萬修繕用。","RPSOMLLKJHGGFBG37DA",190.07,7.95,13.56,"無","",2020,12
"頭城鎮","濱海路六段３０３號",115.53,"都市：其他:住宅區","","",1091221,"土地1建物1車位0","三層","鋼筋混凝土造","0840428",211.58,"4","2","3","有","無",5500000,25995,"賣方貼補買方貳拾萬元修繕用。","RPUOMLLKJHGGFBG57DA",190.07,7.95,13.56,"無","",2020,12
"頭城鎮","濱海路二段１６１號",74.98,"都市：其他:道路用地","","",1091214,"土地3建物1車位0","三層","鋼筋混凝土造","1090326",94.93,"2","2","3","有","無",7050000,74265,"","RPSPMLLKJHGGFBG47DA",80.25,0,14.68,"無","",2020,12
"員山鄉","尚智路８２巷８號",85.22,"都市：其他:住宅區","","",1091112,"土地1建物1車位0","三層","鋼筋混凝土造","0931018",179.83,"4","2","3","有","無",8310000,46210,"未登記建物；","RPQNMLSJJHGGFBG77EA",140.57,18.64,20.62,"無","",2020,11
"三星鄉","萬富五路１６８巷２１弄６號",192.37,"","特定農業區","甲種建築用地",1091204,"土地3建物1車位0","三層","鋼筋混凝土造","1051026",287.96,"4","3","6","有","無",14270000,49555,"","RPWNMLLKJHGGFAG67EA",264.73,0,23.23,"無","",2020,12
"羅東鎮","中正街５２號",100,"都市：其他:商業區","","",1091230,"土地1建物1車位0","二層","加強磚造","0290609",129.52,"4","2","2","有","無",23000000,177579,"","RPXNMLLKJHGGFAG77EA",129.54,0,0,"無","",2020,12
"員山鄉","永同路二段１２０巷３６號",92.44,"","一般農業區","甲種建築用地",1091221,"土地1建物1車位0","三層","鋼筋混凝土造","0921210",128.57,"4","2","3","有","無",8000000,62223,"三樓後方增建","RPPNMLNKJHGGFBG17DA",100.42,10.55,17.6,"無","0214",2020,12
"宜蘭市","慶和街慶和巷１２號",96.56,"都市：其他:住宅區","","",1091219,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0760121",118.59,"5","1","3","有","無",5000000,42162,"鄰居 廚房含土地增值稅或其他稅費；含地政士服務費；親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；","RPVOMLLKJHGGFBG67DA",103.68,14.91,0,"無","",2020,12
"壯圍鄉","永美路二段１４２巷６７弄２號",358.88,"","特定農業區","甲種建築用地",1091204,"土地3建物1車位0","四層","鋼筋混凝土造","1050308",334.64,"4","2","5","有","無",18500000,55283,"","RPRNMLTJJHGGFBG87DA",298.6,0,36.04,"有","0216",2020,12
"五結鄉","復興二路１８巷２６號",112.24,"都市：其他:農業區","","",1091212,"土地2建物1車位0","三層","鋼筋混凝土造","1001011",163.26,"4","2","4","有","無",8800000,53902,"","RPTNMLMKJHGGFAG37DA",152.25,0,11.01,"無","0217",2020,12
"五結鄉","成興路１０３巷１號",102.26,"","特定農業區","甲種建築用地",1090429,"土地3建物1車位0","三層","鋼筋混凝土造","1091013",170.67,"4","2","5","有","無",7000000,41015,"","RPOPMLMKJHGGFAG07DA",156.25,0,14.42,"無","",2020,4
"五結鄉","五結中路一段３２９號",100,"都市：其他:住宅區","","",1091116,"土地1建物1車位0","三層","鋼筋混凝土造","1041104",230.62,"4","2","5","有","無",15000000,65042,"","RPSNMLLKJHGGFAG17DA",206.39,14.53,9.7,"無","0219",2020,11
"冬山鄉","梅花路５００巷１５０弄９號",75.52,"","特定農業區","甲種建築用地",1091101,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0701226",108,"4","2","3","有","無",4500000,41667,"","RPTNMLLKJHGGFAG27DA",108,0,0,"無","",2020,11
"冬山鄉","廣安路１２５巷７號",73.72,"","鄉村區","乙種建築用地",1091230,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700225",113.03,"3","1","2","有","無",4000000,35389,"1.三樓增建。   2.表兄弟間買賣。3.賣方代書費及土地增值稅由買方負擔繳納.親友、員工、共有人或其他特殊關係間之交易；其他增建；","RPROMLOJJHGGFAG37DA",113.03,0,0,"無","",2020,12
"蘇澳鎮","長安東巷３４之１號",45.75,"都市：其他:河川區","","",1091205,"土地2建物1車位0","一層","鋼筋混凝土加強磚造","0550701",37.18,"6","2","3","有","無",500000,13448,"增建，約30坪。1~3樓空地其他增建；","RPTNMLLJJHGGFAG17DA",37.18,0,0,"無","",2020,12
"五結鄉","三結二路３６８巷２號",113.14,"都市：其他:農業區","","",1091210,"土地4建物1車位0","三層","鋼筋混凝土造","1000822",171.55,"5","2","4","有","無",8900000,51880,"","RPWOMLMLKIPFFAG88DA",151.19,0,20.36,"無","",2020,12
"蘇澳鎮","思村路５１之１１號",100.75,"都市：其他:住宅區","","",1091209,"土地1建物1車位0","三層","鋼筋混凝土造","0820302",177.03,"4","2","3","有","無",4900000,27679,"一樓空地其他增建；","RPROMLLKJHGGFAG17DA",154.93,7.35,14.75,"無","",2020,12
"三星鄉","大德中路７３號",148.28,"","特定農業區","甲種建築用地",1091206,"土地2建物1車位0","四層","鋼筋混凝土造","1061221",251.25,"3","2","5","有","無",11200000,44577,"","RPXOMLMKJHGGFAG87DA",230.92,0,20.32,"有","",2020,12
"壯圍鄉","順和路９７之１０號",178.52,"","特定農業區","甲種建築用地",1091213,"土地4建物1車位0","三層","鋼筋混凝土造","1041022",202.3,"4","2","2","有","無",10250000,50667,"","RPXNMLNKJHGGFBG97DA",189.5,0,12.8,"無","0221",2020,12
