town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,place_id,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,dur_to四城,dur_to宜蘭,dur_to縣政中心,dur_to羅東
羅東鎮,宜蘭縣羅東鎮四維路１５５巷６號,75.08,,特定農業區,甲種建築用地,1080719,土地1建物1車位0,二層,鋼筋混凝土加強磚造,731022.0,102.12,2,1,2,有,無,8000000.0,78339.0,,RPSOMLPLIIOFFAG38CA,102.12,0.0,0.0,,,2019,7,ChIJz4Pq6yfkZzQR2Lv3DCDPWQk,13773,10043,6633,3455,1356,1140,664,583
南澳鄉,宜蘭縣南澳鄉東岳路７３巷３２號,92.0,,鄉村區,乙種建築用地,1080926,土地1建物1車位0,二層,鋼筋混凝土加強磚造,840519.0,101.82,4,2,2,有,無,1700000.0,16696.0,,RPTOMLOLIIOFFAG58EA,101.82,0.0,0.0,,,2019,9,ChIJCxwIQT7DZzQRCCo9abSXytg,36143,33874,29708,23486,2417,2398,2240,2125
蘇澳鎮,宜蘭縣蘇澳鎮城東路６９巷２６號,115.33,住,,,1081006,土地3建物1車位0,三層,見其他登記事項,1080517.0,182.18,4,2,4,有,無,7300000.0,40070.0,,RPVNMLOLIIOFFAG68EA,163.56,0.0,18.62,,,2019,10,Ej5Oby4gNjksIENoZW5nZG9uZyBSZCwgU3UnYW8gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI3MCIwEi4KFAoSCRff_qFZ6Gc0EUma9V2NM0kSEEUqFAoSCXHp0qRZ6Gc0EWuOk3-uzmDX,24379,22110,17943,13777,1577,1558,1401,1149
羅東鎮,宜蘭縣羅東鎮忠孝路１４５號,126.0,住,,,1080818,土地1建物1車位0,三層,鋼筋混凝土加強磚造,630312.0,307.44,5,3,5,有,無,17650000.0,57410.0,含增建或未登記建物。；,RPTOMLPLIIOFFAG48CA,307.44,0.0,0.0,,,2019,8,ChIJQfykLX7mZzQRCfsvi1Qp3qM,13072,9341,5931,919,1407,1191,715,312
冬山鄉,宜蘭縣冬山鄉華祥路２７９巷５１弄１７號,114.74,,特定農業區,甲種建築用地,1080921,土地1建物1車位0,三層,見其他登記事項,1000314.0,187.06,4,2,4,有,無,8000000.0,42767.0,,RPWOMLNLIIOFFAG58CA,156.18,7.69,23.19,,,2019,9,EkxOby4gNTEsIExhbmUgMjc5LCBIdWF4aWFuZyBSb2FkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjASLgoUChIJv_qcs-_mZzQRHeSC8cuCpFcQMyoUChIJZ52Ou-_mZzQRg9gbW9sTumo,18235,14505,11095,5370,1826,1610,1134,811
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷１５號,86.84,,特定農業區,甲種建築用地,1080323,土地3建物1車位0,三層,見其他登記事項,1080919.0,153.91,4,2,3,有,無,9800000.0,63674.0,,RPVOMLNKJIOFFAG48CA,142.15,0.0,11.76,,,2019,3,ElVOby4gMTUsIExhbmUgMjgzLCBTZWN0aW9uIDEsIFpob25nc2hhbiBSZCwgTHVvZG9uZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY1IjASLgoUChIJ04uA-gvmZzQR2GB_Y9SjdGEQDyoUChIJeWS7-gvmZzQRHD0YYcQJ1YU,15136,12867,8701,2389,1188,1169,874,430
礁溪鄉,宜蘭縣礁溪鄉礁溪路二段132巷5號,33.5,,特定農業區,甲種建築用地,1080905,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701224.0,54.71,4,1,2,有,無,700000.0,12795.0,親友、員工或其他特殊關係間之交易。；,RPOOMLNLIIOFFBG87CA,54.71,0.0,0.0,,,2019,9,ChIJw9p7Ux37ZzQRpnbHQwUEORQ,2294,5930,10598,19427,356,774,1118,1631
頭城鎮,宜蘭縣頭城鎮復興路５５巷１號,88.18,住,,,1080922,土地1建物1車位0,三層,鋼筋混凝土造,960817.0,177.76,7,0,7,有,無,7500000.0,42192.0,一樓空地及頂樓有增建，陽台有外推,RPTNMLOLIIOFFBG38CA,144.09,15.56,18.11,,,2019,9,ChIJR_8CL2f3ZzQRhnMPZVVyMRM,15069,16423,20699,26244,1173,1489,1558,1820
五結鄉,宜蘭縣五結鄉大吉五路６１巷１８弄１９號,105.47,,特定農業區,甲種建築用地,1080831,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690521.0,110.46,3,1,2,有,無,4700000.0,42549.0,含增建或未登記建物。；,RPUNMLKLJIOFFAG08CA,110.46,0.0,0.0,,,2019,8,ChIJH-ErnJLlZzQRw6lNuV8adk8,12313,10043,5830,5460,1018,999,602,720
蘇澳鎮,宜蘭縣蘇澳鎮城東路２１６號,135.58,住,,,1080906,土地1建物1車位0,三層,鋼筋混凝土造,1080531.0,224.11,4,2,5,有,無,8600000.0,38374.0,,RPPOMLTLIIOFFAG48CA,208.19,0.0,15.92,,,2019,9,Ej9Oby4gMjE2LCBDaGVuZ2RvbmcgUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMRIvChQKEgmNkkCXXOhnNBFWN6lyJNeuGRDYASoUChIJcenSpFnoZzQRa46Tf67OYNc,23823,21554,17387,13221,1503,1484,1326,1074
蘇澳鎮,宜蘭縣蘇澳鎮聖賢路２４２號,81.7,住,,,1080924,土地1建物1車位0,三層,鋼筋混凝土造,830914.0,172.93,3,2,3,有,無,5880000.0,34002.0,,RPXNMLLMIIOFFAG48CA,156.38,6.73,9.82,,,2019,9,ChIJg5n5FRboZzQRUNGPEep94rY,25390,23121,18955,12733,1607,1588,1431,1315
三星鄉,宜蘭縣三星鄉大埔中路233巷91弄18號,89.78,,鄉村區,乙種建築用地,1080909,土地1建物1車位0,二層,見其他登記事項,691017.0,107.5,4,2,2,有,無,4000000.0,37209.0,,RPQNMLMJJIOFFAG67CA,107.5,0.0,0.0,,,2019,9,ChIJCZNaBDrhZzQRoUgtyuwBUps,19552,14199,12411,7374,1865,1574,1173,1159
蘇澳鎮,宜蘭縣蘇澳鎮福安街１６號,128.47,住,,,1081001,土地1建物1車位0,二層,鋼筋混凝土加強磚造,771116.0,135.0,3,1,2,有,無,4300000.0,31852.0,增值稅由買方負擔,RPWNMLPJJIOFFAG78EA,135.0,0.0,0.0,,,2019,10,ChIJkV22OhboZzQRhjDHVqgeMCc,25281,23011,18845,12623,1578,1559,1401,1286
羅東鎮,宜蘭縣羅東鎮賢文里33鄰忠孝路１０５號,102.0,住,,,1080920,土地1建物1車位0,二層,見其他登記事項,,173.26,3,2,3,有,無,22000000.0,126977.0,,RPPNMLKMIIOFFAG77EA,173.26,0.0,0.0,,,2019,9,ChIJ91NeHn7mZzQRJ4kcLdoloEE,13405,9675,6264,1068,1499,1283,807,351
礁溪鄉,宜蘭縣礁溪鄉林尾路１３３之１９號,72.42,,特定農業區,甲種建築用地,1080925,土地1建物1車位0,二層,鋼筋混凝土加強磚造,710320.0,115.16,0,0,2,有,無,3450000.0,29958.0,,RPUNMLNLIIOFFBG58EA,115.16,0.0,0.0,,,2019,9,ChIJvUeXMKb7ZzQRzXe_r28UMJs,4401,8038,12705,20063,522,939,1284,1719
宜蘭市,宜蘭縣宜蘭市黎明三路一段４６巷８號,102.92,住,,,1080925,土地2建物1車位0,四層,鋼筋混凝土造,940519.0,240.01,5,2,4,有,無,10200000.0,42498.0,,RPWNMLMKJIOFFBG48CA,210.49,15.91,13.61,,,2019,9,Ek1Oby4gOCwgTGFuZSA0NiwgU2VjdGlvbiAxLCBMaW1pbmdzYW4gUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIwEi4KFAoSCd2kSfsm5Wc0Eahn16smszf7EAgqFAoSCW1Emx0n5Wc0EcGGjM_tK974,5147,1711,3450,9117,643,418,488,1207
礁溪鄉,宜蘭縣礁溪鄉國宅街３３號,89.52,住,,,1080911,土地1建物1車位0,二層,鋼筋混凝土加強磚造,760904.0,106.86,3,2,3,有,無,4000000.0,37432.0,母子間過戶,RPROMLTLIIOFFBG78CA,106.86,0.0,0.0,,,2019,9,ChIJuz88Izb7ZzQRMhSca2h1mEA,2490,3941,9755,14527,391,603,1047,1738
礁溪鄉,宜蘭縣礁溪鄉武暖路１３３號,108.64,,特定農業區,甲種建築用地,1080819,土地2建物1車位0,三層,鋼筋混凝土造,870422.0,163.76,5,3,4,有,無,7200000.0,43967.0,,RPPOMLTLIIOFFBG58CA,145.4,1.35,17.01,,,2019,8,Ej1Oby4gMTMzLCBXdW51YW4gUmQsIEppYW94aSBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjYyIjESLwoUChIJIblKC9_6ZzQRXdQXgJy8VfAQhQEqFAoSCc-8Zyfc-mc0EVQyq5j2NzZ7,770,4336,8490,15248,124,538,829,1262
宜蘭市,宜蘭縣宜蘭市東港路一段１８６巷２２弄５號,61.0,農,,,1081016,土地1建物1車位0,二層,鋼筋混凝土加強磚造,670328.0,76.0,3,1,2,有,無,1390000.0,18289.0,債務抵償之交易,RPVNMLOJJIOFFBG68EA,76.0,0.0,0.0,,,2019,10,EkFOby4gMTg2LCBTZWMuIDEsRG9uZ2dhbmcgUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIxEi8KFAoSCVHNGrck5Wc0EfjKcMtdYS9XELoBKhQKEgm3FgcaJOVnNBGh-mBAKN9lOg,5046,2425,4350,9122,525,446,429,1120
五結鄉,宜蘭縣五結鄉利成路一段３４６巷２０號,85.64,,鄉村區,乙種建築用地,1080929,土地1建物1車位0,二層,加強磚造,700312.0,110.26,4,2,2,有,無,2800000.0,25395.0,,RPQOMLPLIIOFFAG18CA,110.26,0.0,0.0,,,2019,9,ChIJf6f3P7roZzQRTR3fbqN-dfI,18915,16645,12479,7004,1562,1544,1248,863
五結鄉,宜蘭縣五結鄉大吉二路２３５巷２０號,169.98,,鄉村區,乙種建築用地,1080908,土地1建物1車位0,二層,鋼筋混凝土加強磚造,700620.0,129.72,8,3,2,有,無,6000000.0,46253.0,壹樓空地及2.3樓有增建。,RPSOMLNKJIOFFAG18CA,129.72,0.0,0.0,,,2019,9,ChIJaZjg7PLlZzQRr_DPSWK5u0A,12783,10514,6301,5184,1107,1088,691,746
壯圍鄉,宜蘭縣壯圍鄉大福路二段１５０巷８８弄１６之１２號,130.48,,特定農業區,甲種建築用地,1081003,土地6建物1車位0,三層,鋼筋混凝土造,1050224.0,193.61,4,2,3,有,無,8380000.0,43283.0,,RPUNMLTLIIOFFBG98CA,182.25,0.0,11.36,,,2019,10,ChIJCZKH8o36ZzQRyhXQ8GS_17U,4548,7382,10150,16948,511,847,984,1443
五結鄉,宜蘭縣五結鄉利寶路１０７號,93.02,,鄉村區,乙種建築用地,1080928,土地1建物1車位0,三層,鋼筋混凝土加強磚造,680228.0,172.98,4,2,3,有,無,4350000.0,25147.0,另有增建，約8~10坪。,RPPNMLOJJIOFFAG77CA,172.98,0.0,0.0,,,2019,9,ChIJKeoVC7PoZzQRCSVTu1DOXdE,17365,15658,12770,6130,1471,1529,1112,793
五結鄉,宜蘭縣五結鄉五結路二段２６７號,75.09,住,,,1080829,土地1建物1車位0,四層,鋼筋混凝土造,831202.0,187.79,5,4,5,有,無,10500000.0,55914.0,,RPVNMLLMIIOFFAG28CA,187.79,0.0,0.0,,,2019,8,ChIJKxCVRfDlZzQRA0K9gZjVwqQ,14037,11768,7199,4163,1112,1093,761,604
蘇澳鎮,宜蘭縣蘇澳鎮城東路２２０巷８號,99.87,住,,,1080930,土地2建物1車位0,三層,鋼筋混凝土造,1080531.0,174.64,4,2,5,有,無,7100000.0,40655.0,,RPTOMLTLIIOFFAG88CA,156.58,0.0,18.06,,,2019,9,Ej9Oby4gMjIwLCBDaGVuZ2RvbmcgUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMRIvChQKEgmNkkCXXOhnNBFWN6lyJNeuGRDcASoUChIJcenSpFnoZzQRa46Tf67OYNc,23808,21539,17372,13206,1501,1483,1325,1073
五結鄉,宜蘭縣五結鄉中正路三段４６巷１５０號,86.32,住,,,1080918,土地1建物1車位0,三層,鋼筋混凝土造,1000518.0,190.55,5,2,6,有,無,9300000.0,48806.0,,RPOOMLKMIIOFFAG57CA,175.23,0.0,15.32,,,2019,9,ChIJvT-3r7flZzQRePLWAoN269Y,10386,6656,3245,3623,1044,828,352,663
礁溪鄉,宜蘭縣礁溪鄉瑪僯路９７之３號,94.01,,特定農業區,甲種建築用地,1080929,土地1建物1車位0,三層,鋼筋混凝土造,830917.0,167.55,5,2,3,有,無,5500000.0,32826.0,,RPQOMLTLIIOFFBG68CA,152.95,0.0,14.6,,,2019,9,ChIJnbNWLOb6ZzQRKbaBWXR41JQ,2771,6337,9950,15505,315,729,841,1309
員山鄉,宜蘭縣員山鄉員山路1段703巷5弄8號,82.46,,特定農業區,甲種建築用地,1080921,土地2建物1車位0,四層,鋼筋混凝土造,820201.0,188.57,3,2,3,有,無,5100000.0,27046.0,,RPPOMLLMIIOFFBG87CA,169.05,4.77,14.75,,,2019,9,ChIJ_bWl16zjZzQRAa1zqm3ojlk,19495,17467,19352,22534,2373,2265,2218,2773
員山鄉,宜蘭縣員山鄉賢德路一段８１巷４２號,165.83,,特定農業區,甲種建築用地,1080925,土地1建物1車位0,四層,鋼筋混凝土造,1070212.0,284.58,3,3,4,有,無,15500000.0,54466.0,,RPOOMLKMIIOFFBG67CA,254.22,0.0,30.36,,,2019,9,ElJOby4gNDIsIExhbmUgODEsIFNlY3Rpb24gMSwgWGlhbmRlIFJkLCBZdWFuc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY0IjASLgoUChIJvb8Y223kZzQRPBp-3sJDiWkQKioUChIJvR0Q123kZzQRl_y8xmbPu3k,12141,5975,4812,9423,1180,822,468,1108
宜蘭市,宜蘭縣宜蘭市農權路１５４巷４５號,240.0,住,,,1080716,土地2建物1車位0,二層,鋼筋混凝土加強磚造,680328.0,119.96,2,2,2,有,無,18000000.0,150050.0,含增建或未登記建物。；2.增值稅由買方負擔。,RPWNMLRLKIOFFBG56CA,119.96,0.0,0.0,,,2019,7,ChIJe5s8PejkZzQR9Cx_V9wvQnc,5037,1200,3304,8936,772,263,493,1224
宜蘭市,宜蘭縣宜蘭市健康路二段８巷１１號,75.03,住,,,1080906,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650219.0,101.44,3,2,3,有,無,6000000.0,59148.0,含增建三樓、親戚買賣,RPPNMLSLIIOFFBG58EA,101.44,0.0,0.0,,,2019,9,ChIJz9HaYejkZzQRWKioOgzOvmM,5190,1352,3243,8875,826,317,478,1209
三星鄉,宜蘭縣三星鄉萬富五路１６８巷２１弄１６號,188.67,,特定農業區,甲種建築用地,1080928,土地3建物1車位0,三層,鋼筋混凝土造,1051026.0,287.96,5,2,6,有,無,14150000.0,49139.0,,RPQNMLTLIIOFFAG48CA,264.73,0.0,23.23,,,2019,9,ChIJjy49cGzhZzQRd5-y_N0isRc,18793,13709,11652,9336,1784,1466,1091,1138
五結鄉,宜蘭縣五結鄉三吉中路５２巷１５弄４０號,546.47,,特定農業區,農牧用地,1080921,土地4建物1車位0,三層,見其他登記事項,1050120.0,244.72,4,2,4,有,有,14500000.0,59251.0,,RPRNMLTLIIOFFAG58CA,228.56,0.0,16.16,,,2019,9,EjwyNjgsIFRhaXdhbiwgWWlsYW4gQ291bnR5LCBXdWppZSBUb3duc2hpcCwg5LiJ5ZCJ5Lit6LevNTLomZ8iMBIuChQKEgnZFTnqmeVnNBEPoI0wZHdFQBA0KhQKEgmBDx6TmeVnNBF-PDhwRXhXnA,10675,8405,4234,6009,860,842,444,734
羅東鎮,宜蘭縣羅東鎮公正路89巷2號,88.0,住,,,1080919,土地1建物1車位0,二層,加強磚造,491201.0,115.59,5,0,5,有,無,6300000.0,54503.0,,RPOPMLLMIIOFFAG77CA,115.59,0.0,0.0,,,2019,9,ChIJ31FLLnnmZzQRSfTVOX_PAwo,13048,9317,5907,464,1469,1252,776,157
冬山鄉,宜蘭縣冬山鄉寶慶路６５號,140.49,,特定農業區,甲種建築用地,1080923,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701231.0,114.12,3,2,2,有,無,3300000.0,28917.0,,RPQOMLRJJIOFFAG28CA,114.12,0.0,0.0,,,2019,9,ChIJcwv46wDnZzQR8zppSc5FdmA,21857,15866,12456,6702,1896,1867,1392,813
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷１１號,114.3,,特定農業區,甲種建築用地,1080615,土地4建物1車位0,三層,見其他登記事項,1080919.0,148.3,4,2,3,有,無,9800000.0,66082.0,,RPQNMLNKJIOFFAG87CA,136.99,0.0,11.31,,,2019,6,ElVOby4gMTEsIExhbmUgMjgzLCBTZWN0aW9uIDEsIFpob25nc2hhbiBSZCwgTHVvZG9uZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY1IjASLgoUChIJ04uA-gvmZzQR2GB_Y9SjdGEQCyoUChIJeWS7-gvmZzQRHD0YYcQJ1YU,15134,12865,8699,2391,1187,1169,873,431
冬山鄉,宜蘭縣冬山鄉冬山路三段181巷188弄18號,94.5,,特定農業區,甲種建築用地,1081001,土地1建物1車位0,三層,鋼筋混凝土造,980921.0,184.55,5,3,3,有,無,8150000.0,44161.0,含增建或未登記建物。；所有權共兩人。,RPTNMLLKJIOFFAG97CA,153.66,5.66,25.23,,,2019,10,ChIJu0BWtkLmZzQRey7gmDYm-44,18271,12582,9171,3195,1541,1490,1014,494
五結鄉,宜蘭縣五結鄉錦草中路９０號,115.0,,鄉村區,乙種建築用地,1071107,土地2建物1車位0,三層,見其他登記事項,1080807.0,153.44,4,2,5,有,無,7300000.0,47576.0,,RPVNMLLJJIOFFAG08CA,138.96,0.0,14.48,,,2018,11,ChIJw63XAH3vZzQRFP_iOiRLhVU,13609,11340,7570,6997,1095,1076,630,801
五結鄉,宜蘭縣五結鄉錦草中路９８之１號,93.0,,鄉村區,乙種建築用地,1070808,土地2建物1車位0,三層,見其他登記事項,1080807.0,154.98,4,2,3,有,無,7200000.0,46458.0,,RPWNMLLJJIOFFAG18CA,140.22,0.0,14.76,,,2018,8,ChIJ0cWfAH3vZzQRacFhaxpsXNA,13593,11323,7553,7013,1093,1074,629,802
冬山鄉,宜蘭縣冬山鄉鹿埔路７２６巷１號,92.78,,鄉村區,乙種建築用地,1080930,土地2建物1車位0,三層,見其他登記事項,1070914.0,133.87,3,2,3,有,無,7200000.0,53784.0,,RPSNMLLJJIOFFAG77CA,122.11,0.0,11.76,,,2019,9,Ej1Oby4gNzI2LCBMdWJ1IFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJp3IPbvLmZzQRmUZzrU6hDbwQ1gUqFAoSCUM4s7Tv5mc0EYEzfBkU_n23,17673,13943,10532,4807,1744,1528,1052,729
宜蘭市,宜蘭縣宜蘭市泰山路８６巷４弄６２號,84.93,住,,,1081012,土地1建物1車位0,四層,鋼筋混凝土加強磚造,700115.0,162.0,5,3,3,有,無,5800000.0,35802.0,朋友間買賣,RPTOMLTLIIOFFBG56EA,162.0,0.0,0.0,,,2019,10,ChIJxS_b2cbkZzQR4EXpIXOM4Xo,4157,1425,4541,10173,634,373,777,1508
宜蘭市,宜蘭縣宜蘭市公園北路２５號,153.27,住,,,1080821,土地1建物1車位0,二層,鋼筋混凝土加強磚造,780221.0,175.94,4,2,3,有,無,10800000.0,61385.0,,RPRNMLLMIIOFFBG97CA,150.68,15.0,10.26,,,2019,8,EjtOby4gMjUsIEdvbmd5dWFuIE4gUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIwEi4KFAoSCW3_PSHk5Gc0EesH7QJNT_luEBkqFAoSCe2H-S3k5Gc0EbbDVctS4DmF,7827,1691,2392,8024,827,313,276,1007
宜蘭市,宜蘭縣宜蘭市慈安路１０巷３７號,124.59,住,,,1080828,土地1建物1車位0,二層,鋼筋混凝土加強磚造,681108.0,126.9,3,2,2,有,無,6800000.0,53586.0,,RPPOMLOJJIOFFBG97CA,126.9,0.0,0.0,,,2019,8,ChIJkQoUvtfkZzQRLjsMl_t2zB4,4307,879,5976,10748,533,269,644,1334
宜蘭市,宜蘭縣宜蘭市長春路１２３號,100.28,住,,,1080921,土地1建物1車位0,二層,鋼筋混凝土加強磚造,600311.0,71.8,4,2,5,有,無,12870000.0,179248.0,一樓後方廚房一樓增建至三樓、三樓增建鋼骨RC造。權利人共三人。,RPPOMLLJJIOFFBG67CA,71.8,0.0,0.0,,,2019,9,ChIJm0CKEsLkZzQR1bf-SO-E-v0,5063,1226,3842,9474,810,301,614,1345
員山鄉,宜蘭縣員山鄉員山路一段８２７號,97.66,,特定農業區,甲種建築用地,1081004,土地1建物1車位0,四層,鋼筋混凝土造,840111.0,215.1,2,3,3,有,無,7000000.0,32543.0,一樓後方空地增建、頂樓增建。,RPQOMLLJJIOFFBG77CA,191.31,8.07,15.72,,,2019,10,ChIJI5TGHYHjZzQRN00v9Utj-Hc,8131,6449,6139,9771,1127,856,617,1217
宜蘭市,宜蘭縣宜蘭市開興路１５５巷６號,96.0,,特定農業區,甲種建築用地,1080922,土地2建物1車位0,四層,鋼筋混凝土造,831005.0,241.39,3,2,3,有,無,6580000.0,27259.0,,RPTNMLRJJIOFFBG58CA,205.13,17.88,18.38,,,2019,9,ChIJhXc1z0PlZzQRJJbjJjD1Rt0,5886,2049,3046,8678,906,397,422,1153
蘇澳鎮,宜蘭縣蘇澳鎮信義路１６２巷１１號,150.35,住,,,1081004,土地3建物1車位0,三層,鋼筋混凝土造,840831.0,183.62,3,2,4,有,無,4550000.0,24779.0,,RPRNMLLMIIOFFAG08EA,162.02,21.6,0.0,,,2019,10,ChIJ422Gll7oZzQRJXqJBc10ReI,23502,21232,17066,12899,1461,1442,1284,1032
蘇澳鎮,宜蘭縣蘇澳鎮新馬路６巷１３號,69.1,住,,,1080921,土地1建物1車位0,二層,鋼筋混凝土加強磚造,661014.0,90.38,3,3,3,有,無,3400000.0,37619.0,,RPPOMLKMIIOFFAG67CA,90.38,0.0,0.0,,,2019,9,EkJOby4gMTMsIExhbmUgNiwgWGlubWEgUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMBIuChQKEgljlGI1Z-hnNBHoffFUSbEtnxANKhQKEgljlGI1Z-hnNBHfd8_tpk3u8A,22965,20696,16530,12363,1367,1348,1190,938
冬山鄉,宜蘭縣冬山鄉永興路一段３１８號,119.39,住,,,1080926,土地3建物1車位0,二層,鋼筋混凝土加強磚造,730511.0,92.7,6,2,3,有,無,7700000.0,83064.0,含增建或未登記建物。；,RPPOMLLJJIOFFAG57CA,92.7,0.0,0.0,,,2019,9,ChIJv7W01V7mZzQRZ1vptA37gnk,19571,13117,9707,3731,1683,1572,1096,576
冬山鄉,宜蘭縣冬山鄉光明路８３巷２５號,119.53,住,,,1080922,土地1建物1車位0,三層,鋼筋混凝土造,951102.0,215.96,5,2,3,有,無,8700000.0,40285.0,,RPTOMLLMIIOFFAG18CA,163.44,30.17,22.35,,,2019,9,ChIJ7fXM_2HmZzQRjGzOJ5M_Hs8,15026,11295,7885,1938,1722,1505,1030,525
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷１３號,84.86,,特定農業區,甲種建築用地,1071204,土地3建物1車位0,三層,見其他登記事項,1080919.0,153.62,4,2,3,有,無,10200000.0,66398.0,,RPWOMLNKJIOFFAG58CA,141.8,0.0,11.82,,,2018,12,ElVOby4gMTMsIExhbmUgMjgzLCBTZWN0aW9uIDEsIFpob25nc2hhbiBSZCwgTHVvZG9uZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY1IjASLgoUChIJ04uA-gvmZzQR2GB_Y9SjdGEQDSoUChIJeWS7-gvmZzQRHD0YYcQJ1YU,15136,12867,8701,2389,1188,1169,874,430
羅東鎮,宜蘭縣羅東鎮中山路一段２８３巷２７號,88.73,,特定農業區,甲種建築用地,1071206,土地3建物1車位0,三層,見其他登記事項,1080919.0,152.49,4,2,3,有,無,10300000.0,67545.0,,RPSNMLOKJIOFFAG18CA,141.05,0.0,11.44,,,2018,12,ElVOby4gMjcsIExhbmUgMjgzLCBTZWN0aW9uIDEsIFpob25nc2hhbiBSZCwgTHVvZG9uZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY1IjASLgoUChIJG8IN9wvmZzQRRLHH7NodBnAQGyoUChIJeWS7-gvmZzQRHD0YYcQJ1YU,15107,12838,8672,2495,1177,1158,863,405
三星鄉,宜蘭縣三星鄉大德中路７７號,162.3,,特定農業區,甲種建築用地,1081009,土地2建物1車位0,四層,見其他登記事項,1061221.0,254.11,3,2,5,有,無,12100000.0,47617.0,,RPQOMLMKJIOFFAG87CA,233.41,0.0,20.7,,,2019,10,ChIJc1kM7wDkZzQREJwVCdQulH8,15706,9627,8376,6164,1457,1126,746,937
五結鄉,宜蘭縣五結鄉中興路一段２３７巷１１弄２３號,123.26,,特定農業區,甲種建築用地,1080926,土地4建物1車位0,三層,鋼筋混凝土造,1010907.0,169.98,4,2,4,有,無,9000000.0,52947.0,,RPSNMLOJJIOFFAG08CA,164.64,0.0,5.34,,,2019,9,EkpOby4gMjM3LCBTZWN0aW9uIDEsIFpob25neGluZyBSZCwgV3VqaWUgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OCIxEi8KFAoSCVFd84LC5Wc0EZq0MCG4s9NsEO0BKhQKEgkhDyfo6OVnNBEBsk5fBHGIqw,13079,10809,5702,4029,980,961,555,546
羅東鎮,宜蘭縣羅東鎮中山西街１４８之４號,48.0,住,,,1081001,土地1建物1車位0,二層,鋼筋混凝土加強磚造,591014.0,61.04,2,2,2,有,無,3600000.0,58978.0,含增建或未登記建物。；,RPPNMLPJJIOFFAG87CA,61.04,0.0,0.0,,,2019,10,ChIJlZluh4fmZzQR7tCV_ilhkQs,13824,10094,6683,1375,1544,1327,851,406
五結鄉,宜蘭縣五結鄉傳藝路一段３７９巷２５弄２６號,195.0,,特定農業區,甲種建築用地,1081005,土地4建物1車位0,三層,鋼筋混凝土造,1041023.0,227.34,4,2,4,有,無,13300000.0,58503.0,,RPRNMLPJJIOFFAG08CA,210.64,0.0,16.7,,,2019,10,EkhOby4gMzc5LCBTZWN0aW9uIDEsIENodWFueWkgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMRIvChQKEgk54QoZ-OVnNBHWdH6DjNYSzhD7AioUChIJwSk1QFrvZzQRZUIk5FSaLy4,15448,13178,8498,4614,1266,1248,944,635
羅東鎮,宜蘭縣羅東鎮興東南路２０之１號,105.0,住,,,1081016,土地1建物1車位0,四層,鋼筋混凝土造,771222.0,216.08,5,2,3,有,無,15000000.0,69419.0,,RPRNMLQJJIOFFAG38EA,216.08,0.0,0.0,,,2019,10,ChIJt7xEo2TmZzQRfyUYRDthyLA,17277,11588,8178,1407,1471,1421,945,344
