town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,place_id,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,dur_to四城,dur_to宜蘭,dur_to縣政中心,dur_to羅東
羅東鎮,宜蘭縣羅東鎮天祥路166巷5號,35.79,住,,,1080831,土地2建物1車位0,二層,鋼筋混凝土加強磚造,690711.0,56.54,3,2,2,有,無,2200000.0,38911.0,含增建或未登記建物。；,RPSNMLMJIIOFFAG77CA,56.54,0.0,0.0,,,2019,8,ChIJdc14qXDmZzQRyY-ijQHzrPc,16084,10365,6954,751,1320,1259,783,191
宜蘭市,宜蘭縣宜蘭市嵐峰路三段３２８巷４０號,109.0,住,,,1080726,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701224.0,126.94,4,2,2,有,無,6000000.0,47266.0,三樓加蓋鐵皮屋,RPRNMLOJIIOFFBG18EA,126.94,0.0,0.0,,,2019,7,ChIJZeLuLZHkZzQRwFYscnT5yAo,6453,3963,6447,10592,968,658,712,1414
宜蘭市,宜蘭縣宜蘭市泰山路１１２巷１弄２４號,74.58,住,,,1080824,土地1建物1車位0,二層,鋼筋混凝土加強磚造,660921.0,106.5,3,3,2,有,無,5450000.0,51174.0,壹樓空地有增建,RPQNMLOJIIOFFBG87CA,106.5,0.0,0.0,,,2019,8,ChIJW6VZy7_kZzQR6LDXKJzObTw,5004,2128,4908,10540,787,482,832,1563
頭城鎮,宜蘭縣頭城鎮青雲路三段４５號,66.78,住,,,1080908,土地2建物1車位0,三層,鋼筋混凝土造,710604.0,83.5,2,1,2,有,無,4000000.0,47904.0,,RPRNMLSKIIOFFBG48CA,83.5,0.0,0.0,,,2019,9,ChIJHRI-R0P3ZzQRyPikDz7BiXc,11894,15188,19748,25293,1089,1439,1447,1709
礁溪鄉,宜蘭縣礁溪鄉玉石路４２之３１號,81.0,,鄉村區,乙種建築用地,1080912,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701230.0,94.5,5,1,5,有,無,7100000.0,75132.0,壹樓空地，頂樓及露台3+四樓有增建。,RPSOMLOLIIOFFBG38CA,94.5,0.0,0.0,,,2019,9,ChIJE73A_jv6ZzQRixHjWzS3KF4,8090,10545,14821,22831,829,1243,1312,1545
蘇澳鎮,宜蘭縣蘇澳鎮城東路６９巷２２號,115.33,住,,,1080914,土地3建物1車位0,三層,見其他登記事項,1080517.0,182.18,4,2,4,有,無,7350000.0,40345.0,,RPSNMLTJIIOFFAG68EA,163.56,0.0,18.62,,,2019,9,Ej5Oby4gNjksIENoZW5nZG9uZyBSZCwgU3UnYW8gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI3MCIwEi4KFAoSCRff_qFZ6Gc0EUma9V2NM0kSEEUqFAoSCXHp0qRZ6Gc0EWuOk3-uzmDX,24379,22110,17943,13777,1577,1558,1401,1149
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路３９７巷６９弄８號,102.1,住,,,1080903,土地4建物1車位0,三層,見其他登記事項,1071106.0,179.83,4,2,5,有,無,7350000.0,40872.0,,RPTOMLRJIIOFFAG48CA,165.51,0.0,14.32,,,2019,9,ChIJjZK03GDoZzQRBkksTBAemtg,22846,20577,16410,12244,1353,1334,1177,925
五結鄉,宜蘭縣五結鄉五結路二段９８巷２２弄１０號,88.5,,特定農業區,甲種建築用地,1070626,土地1建物1車位0,三層,鋼筋混凝土造,1080805.0,182.83,4,2,4,有,無,9041289.0,49452.0,,RPXNMLPKIIOFFAG68CA,161.46,0.0,21.37,,,2018,6,Ek5Oby4gMjIsIExhbmUgOTgsIFNlY3Rpb24gMiwgV3VqaWUgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgnfraex9OVnNBHDg5lotz-hVxAWKhQKEgm_4WHW9OVnNBEsDqIA2SmUGA,13705,11436,7265,5397,1202,1184,786,696
五結鄉,宜蘭縣五結鄉五結路二段９８巷２２弄１２號,101.0,,特定農業區,甲種建築用地,1071125,土地1建物1車位0,三層,鋼筋混凝土造,1080805.0,194.58,4,2,4,有,無,10000000.0,51393.0,,RPWPMLQKIIOFFAG88CA,173.07,0.0,21.51,,,2018,11,Ek5Oby4gMjIsIExhbmUgOTgsIFNlY3Rpb24gMiwgV3VqaWUgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgnfraex9OVnNBHDg5lotz-hVxAWKhQKEgm_4WHW9OVnNBEsDqIA2SmUGA,13705,11436,7265,5397,1202,1184,786,696
五結鄉,宜蘭縣五結鄉五結路二段９８巷２２弄２號,89.5,,特定農業區,甲種建築用地,1070614,土地1建物1車位0,三層,鋼筋混凝土造,1080805.0,185.82,4,2,4,有,無,9360000.0,50371.0,,RPXPMLQKIIOFFAG98CA,164.16,0.0,21.66,,,2018,6,Ek5Oby4gMjIsIExhbmUgOTgsIFNlY3Rpb24gMiwgV3VqaWUgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgnfraex9OVnNBHDg5lotz-hVxAWKhQKEgm_4WHW9OVnNBEsDqIA2SmUGA,13705,11436,7265,5397,1202,1184,786,696
五結鄉,宜蘭縣五結鄉五結路二段９８巷２２弄８號,88.5,,特定農業區,甲種建築用地,1070608,土地1建物1車位0,三層,鋼筋混凝土造,1080805.0,182.83,4,2,4,有,無,9160000.0,50101.0,,RPOQMLQKIIOFFAG18CA,161.46,0.0,21.37,,,2018,6,Ek5Oby4gMjIsIExhbmUgOTgsIFNlY3Rpb24gMiwgV3VqaWUgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgnfraex9OVnNBHDg5lotz-hVxAWKhQKEgm_4WHW9OVnNBEsDqIA2SmUGA,13705,11436,7265,5397,1202,1184,786,696
五結鄉,宜蘭縣五結鄉五結路二段９８巷２２弄６號,88.5,,特定農業區,甲種建築用地,1070609,土地1建物1車位0,三層,鋼筋混凝土造,1080805.0,182.83,4,2,4,有,無,9042607.0,49459.0,,RPSNMLLLIIOFFAG87CA,161.46,0.0,21.37,,,2018,6,Ek5Oby4gMjIsIExhbmUgOTgsIFNlY3Rpb24gMiwgV3VqaWUgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgnfraex9OVnNBHDg5lotz-hVxAWKhQKEgm_4WHW9OVnNBEsDqIA2SmUGA,13705,11436,7265,5397,1202,1184,786,696
羅東鎮,宜蘭縣羅東鎮純精路二段５１巷２６號,58.0,住,,,1080908,土地1建物1車位0,二層,鋼筋混凝土加強磚造,601215.0,81.9,4,2,3,有,無,6200000.0,75702.0,買受人共2人，頂樓有增建。,RPOQMLOLIIOFFAG08CA,81.9,0.0,0.0,,,2019,9,ChIJL0vAD4fmZzQRvQOJN50VYs8,13554,9823,6413,1617,1482,1265,789,438
宜蘭市,宜蘭縣宜蘭市女中路二段２３１巷１３號,70.46,住,,,1080829,土地1建物1車位0,二層,鋼筋混凝土加強磚造,,91.36,3,2,2,有,無,7000000.0,76620.0,含增建或未登記建物。；,RPSNMLMKKIOFFBG18CA,91.36,0.0,0.0,,,2019,8,ChIJsfYgqOfkZzQRjak4Bzk-vBo,6397,1313,2992,8624,781,276,412,1143
五結鄉,宜蘭縣五結鄉大吉二路２００巷３號,108.03,,特定農業區,甲種建築用地,1080908,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701231.0,116.46,3,2,2,有,無,3200000.0,27477.0,債務抵償,RPSNMLPKIIOFFAG38EA,116.46,0.0,0.0,,,2019,9,ChIJSQ1H__LlZzQRvJBBadWf-Uc,13331,11062,6849,5016,1126,1107,709,713
蘇澳鎮,宜蘭縣蘇澳鎮福德路４１５號,68.3,,特定農業區,甲種建築用地,1080913,土地1建物1車位0,二層,鋼筋混凝土加強磚造,670713.0,107.88,3,2,2,有,無,5500000.0,50983.0,頂樓有增建。,RPTPMLTLIIOFFAG98CA,107.88,0.0,0.0,,,2019,9,ChIJ09RgEL7oZzQRLXSgRk0GvsM,20754,18485,14318,7950,1593,1574,1279,921
宜蘭市,宜蘭縣宜蘭市黎明三路３２９巷１８號,90.97,住,,,1080912,土地1建物1車位0,四層,鋼筋混凝土造,850624.0,230.69,5,2,4,有,無,8280000.0,35892.0,含增建或未登記建物。；,RPVNMLSKIIOFFBG88CA,203.54,7.53,19.62,,,2019,9,ChIJmXheWCDlZzQRE1ac3kjR_94,5345,2358,3014,8832,627,431,400,1131
宜蘭市,宜蘭縣宜蘭市泰山路８６巷１８號,85.77,住,,,1081002,土地2建物1車位0,三層,鋼筋混凝土加強磚造,690324.0,168.72,4,2,3,有,無,4500000.0,26671.0,,RPTNMLOKIIOFFBG28CA,168.72,0.0,0.0,,,2019,10,ChIJeVUsxMDkZzQRsil18zWfjzE,4358,1611,4727,10359,661,396,800,1531
壯圍鄉,宜蘭縣壯圍鄉功勞路９５之５號,116.0,,特定農業區,甲種建築用地,1080919,土地2建物1車位0,三層,鋼筋混凝土造,970911.0,165.11,4,2,4,有,無,6800000.0,41185.0,含增建或未登記建物。；,RPOOMLTJIIOFFBG28CA,129.83,18.39,16.89,,,2019,9,ChIJL-RjG7T6ZzQRMro6DVW5mgY,4971,4257,7026,13887,536,544,681,1196
羅東鎮,宜蘭縣羅東鎮清潭路３２號,76.0,住,,,1080917,土地2建物1車位0,三層,鋼筋混凝土造,681231.0,131.49,6,3,3,有,無,12000000.0,91262.0,壹樓至3樓空地及頂樓有增建。,RPTNMLOJJIOFFAG18CA,131.49,0.0,0.0,,,2019,9,ChIJKxIjsXvmZzQRNEFuBuKksS0,16420,10700,7290,633,1384,1323,847,176
蘇澳鎮,宜蘭縣蘇澳鎮城東路２２０巷１６號,118.26,住,,,1080903,土地3建物1車位0,三層,鋼筋混凝土造,1080531.0,176.07,4,2,3,有,無,7000000.0,39757.0,,RPVOMLOJJIOFFAG48CA,163.44,0.0,12.63,,,2019,9,Ej9Oby4gMjIwLCBDaGVuZ2RvbmcgUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMRIvChQKEgmNkkCXXOhnNBFWN6lyJNeuGRDcASoUChIJcenSpFnoZzQRa46Tf67OYNc,23808,21539,17372,13206,1501,1483,1325,1073
五結鄉,宜蘭縣五結鄉大吉二路３７１巷２０號,105.64,,一般農業區,甲種建築用地,1080907,土地1建物1車位0,三層,鋼筋混凝土造,991206.0,211.07,5,1,6,有,無,10900000.0,51642.0,含增建或未登記建物。；,RPOOMLRKIIOFFAG08CA,192.54,0.0,18.53,,,2019,9,ChIJIYZyAY3lZzQRfBFbt142z1E,12822,10553,6340,5610,1108,1089,691,819
蘇澳鎮,宜蘭縣蘇澳鎮福德西巷６６巷２２號,116.09,,特定農業區,甲種建築用地,1080924,土地2建物1車位0,三層,見其他登記事項,1070327.0,189.15,3,2,4,有,無,6468880.0,34200.0,含增建或未登記建物。；,RPPNMLPKIIOFFAG87CA,179.94,0.0,9.21,,,2019,9,ChIJARehRZboZzQRBdlVxfd9Rqc,20540,18270,14104,8642,1573,1554,1259,885
冬山鄉,宜蘭縣冬山鄉香南路１７９巷２６弄６號,124.84,住,,,1080830,土地1建物1車位0,三層,鋼筋混凝土造,951123.0,215.04,6,3,4,有,無,8500000.0,39528.0,含增建或未登記建物。；,RPVNMLOKIIOFFAG38CA,206.94,0.0,8.1,,,2019,8,ChIJK99nS8nnZzQRY3QhTN1MhxY,19935,17665,13499,6553,1760,1741,1446,850
冬山鄉,宜蘭縣冬山鄉光明路７４巷２弄２號,80.47,住,,,1080824,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650408.0,99.23,4,2,2,有,無,7250000.0,73063.0,含增建或未登記建物。；,RPSNMLOKIIOFFAG08CA,99.23,0.0,0.0,,,2019,8,ChIJkY48CGLmZzQRuUR1ukvTniA,14660,10930,7519,1975,1686,1469,993,536
羅東鎮,宜蘭縣羅東鎮愛國路146之3號,139.0,住,,,1080909,土地1建物1車位0,四層,見其他登記事項,1050304.0,307.95,4,2,5,有,無,28500000.0,92547.0,,RPWNMLQKIIOFFAG68CA,289.87,0.0,18.08,,,2019,9,ChIJh8CpQ9XlZzQRr-2KN6t4wMc,12643,8912,5502,1257,1329,1112,636,347
蘇澳鎮,宜蘭縣蘇澳鎮馬賽路375巷1弄16號,93.42,住,,,1080926,土地2建物1車位0,三層,見其他登記事項,1080509.0,172.0,3,2,4,有,無,6830000.0,39709.0,,RPOOMLOKIIOFFAG97EA,153.65,0.0,18.35,,,2019,9,ChIJ92fYImHoZzQRuiwQ7VsNv_8,22645,20375,16209,12042,1303,1284,1126,874
員山鄉,宜蘭縣員山鄉金古三路70巷89號,209.06,農,,,1080828,土地2建物1車位0,三層,鋼筋混凝土造,960426.0,251.59,4,2,5,有,無,15000000.0,59621.0,增建範圍：一樓空地、露台。,RPWOMLTLIIOFFBG66CA,238.8,0.0,12.79,,,2019,8,EkFOby4gNzAsIEppbmd1IDNyZCBSZCwgWXVhbnNoYW4gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2NCIwEi4KFAoSCRswFViQ5Gc0ERQxT3pq1ZarEEYqFAoSCbXquEKQ5Gc0EekDTVC51aWm,6345,4184,5853,11241,926,638,592,1302
宜蘭市,宜蘭縣宜蘭市文昌路１７６巷１號,80.74,住,,,1080909,土地1建物1車位0,二層,鋼筋混凝土加強磚造,541124.0,94.28,6,1,2,有,無,1500000.0,15910.0,含增建、親屬間買賣、依34條之1,RPSNMLOKIIOFFBG38EA,94.28,0.0,0.0,,,2019,9,ChIJUbzPd8bkZzQRMWYiObyTh1E,3937,1341,4780,10412,624,366,793,1524
冬山鄉,宜蘭縣冬山鄉丸山一路２９３號,36.02,,特定農業區,甲種建築用地,1080710,土地4建物1車位0,一層,見其他登記事項,1060523.0,12.78,0,0,0,無,無,900000.0,70423.0,,RPRNMLQKIIOFFAG18CA,12.78,0.0,0.0,,,2019,7,EkROby4gMjkzLCBXYW5zaGFuIDFzdCBSZCwgRG9uZ3NoYW4gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OSIxEi8KFAoSCVtysWn75mc0EZi4A_HmCXjJEKUCKhQKEgkt80gQ_OZnNBGDNZ0v6yOTIg,21450,14114,10704,6295,1896,1846,1370,812
冬山鄉,宜蘭縣冬山鄉寶和路４９號,91.31,,特定農業區,甲種建築用地,1080922,土地1建物1車位0,三層,鋼筋混凝土造,831205.0,165.4,3,3,2,有,無,5500000.0,33253.0,含增建或未登記建物。；權利人2人,RPUPMLQKIIOFFAG68CA,132.7,25.75,6.95,,,2019,9,ChIJZyLce6znZzQRedzl0ghWuwA,21494,15347,11936,6339,1851,1820,1344,768
宜蘭市,宜蘭縣宜蘭市延平路４１之１４號,90.92,住,,,1080910,土地1建物1車位0,三層,鋼筋混凝土加強磚造,681006.0,127.17,0,0,3,有,無,4468000.0,35134.0,2、3樓後方增建,RPPNMLRKIIOFFBG18CA,127.17,0.0,0.0,,,2019,9,ChIJ_Tamo-XlZzQRDfEI0MO2B1o,4360,1567,4983,9755,506,379,546,1237
冬山鄉,宜蘭縣冬山鄉香和路２５７巷７０號,182.22,住,,,1080914,土地1建物1車位0,三層,見其他登記事項,1040616.0,216.47,5,2,3,有,無,15000000.0,69294.0,,RPPOMLSKIIOFFAG28CA,205.36,0.0,11.11,,,2019,9,EklOby4gNzAsIExhbmUgMjU3LCBYaWFuZ2hlIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjASLgoUChIJJbQ_VM7nZzQR4AoVLhAc5-kQRioUChIJKy83V87nZzQRlsv7MYseVZQ,26198,23928,14755,7098,1731,1712,1447,919
冬山鄉,宜蘭縣冬山鄉丸山一路２７７巷２７號,116.71,,特定農業區,甲種建築用地,1080710,土地4建物1車位0,三層,見其他登記事項,1060523.0,201.5,4,2,5,有,無,9200000.0,45658.0,,RPSNMLQKIIOFFAG28CA,179.15,8.31,14.04,,,2019,7,ChIJ-TGfrOHnZzQRtBIcIC2z0WI,21424,14088,10677,6269,1893,1843,1367,809
員山鄉,宜蘭縣員山鄉永同路二段１１３號,178.74,,鄉村區,乙種建築用地,1080905,土地2建物1車位0,三層,鋼筋混凝土造,1040702.0,253.56,4,1,4,有,無,11000000.0,43382.0,二親等買賣,RPTNMLPKIIOFFBG58EA,223.65,0.0,29.91,,,2019,9,ChIJGfiH1qbkZzQRpusP1MeBCxo,6081,4054,8705,14094,728,621,911,1622
宜蘭市,宜蘭縣宜蘭市東園路18巷28號,65.7,住,,,1080918,土地1建物1車位0,二層,鋼筋混凝土加強磚造,671012.0,84.21,3,2,2,有,無,4600000.0,54625.0,增建範圍：一樓空地，頂樓。,RPTNMLKMIIOFFBG08CA,84.21,0.0,0.0,,,2019,9,ChIJNRt3BNHkZzQRAsIBZrP-Q2o,3501,817,5179,10915,453,234,767,1484
宜蘭市,宜蘭縣宜蘭市聖後街６６巷１８之１號,223.58,住,,,1080731,土地2建物1車位0,二層,鋼筋混凝土加強磚造,580624.0,176.54,7,0,4,有,有,8000000.0,45316.0,,RPSOMLRJJIOFFBG58CA,176.54,0.0,0.0,,,2019,7,ChIJqbUzk9DkZzQR64NsMWNMcbg,3664,612,4935,10671,502,207,760,1477
冬山鄉,宜蘭縣冬山鄉溪心路４８號,244.32,,特定農業區,甲種建築用地,1080913,土地3建物1車位0,三層,鋼筋混凝土造,950929.0,192.22,4,3,4,有,無,9400000.0,48902.0,另有增建，約50坪。,RPSOMLSKIIOFFAG58CA,165.77,3.85,22.6,,,2019,9,ChIJTeKfVvjmZzQRVcZLwNnl4H4,20544,13208,9797,5389,1785,1735,1260,702
羅東鎮,宜蘭縣羅東鎮體育路１７巷１８弄２６號,75.0,住,,,1080902,土地1建物1車位0,二層,鋼筋混凝土加強磚造,641107.0,92.86,4,2,3,有,無,8000000.0,86151.0,壹樓及頂樓有增建。,RPOOMLSJJIOFFAG18CA,92.86,0.0,0.0,,,2019,9,ChIJ5-oE5mLmZzQRx3haE-5a3V8,14504,10774,7363,1493,1640,1423,947,441
宜蘭市,宜蘭縣宜蘭市宜興路三段９３巷２２號,130.0,住,,,1080912,土地3建物1車位0,三層,鋼筋混凝土造,1040908.0,271.16,4,2,4,有,無,15000000.0,55318.0,含增建或未登記建物。；,RPVOMLQKIIOFFBG78CA,260.31,0.0,10.85,,,2019,9,EkJOby4gOTMsIFNlY3Rpb24gMywgWWl4aW5nIFJkLCBZaWxhbiBDaXR5LCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjAiMBIuChQKEglrZAdTK_tnNBGYFEi5QQXixBBdKhQKEgnByfWf1ORnNBGHXabDpGAq8w,2488,1616,7008,11779,367,237,734,1425
壯圍鄉,宜蘭縣壯圍鄉古亭路４８之１１號　,66.0,,特定農業區,甲種建築用地,1081007,土地1建物1車位0,四層,鋼筋混凝土造,840714.0,185.16,0,0,4,有,無,3850000.0,20793.0,,RPTOMLRKIIOFFBG68CA,159.36,6.29,19.51,,,2019,10,ChIJH3BXJ6X6ZzQRhhQs_b_6muY,4683,5484,8253,14548,506,667,804,1291
冬山鄉,宜蘭縣冬山鄉日新路２巷５８號,79.49,住,,,1080706,土地1建物1車位0,二層,鋼筋混凝土加強磚造,621101.0,99.82,4,2,3,有,無,6350000.0,63615.0,另有增建，約7坪。,RPQOMLSKIIOFFAG38CA,99.82,0.0,0.0,,,2019,7,ChIJUVM-wmXmZzQRuBSgKFm85bs,17290,11601,8190,2214,1471,1420,944,423
羅東鎮,宜蘭縣羅東鎮樂群街１０號,91.0,住,,,1080902,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650221.0,94.5,4,2,2,有,無,7300000.0,77249.0,,RPUNMLSKIIOFFAG68CA,94.5,0.0,0.0,,,2019,9,ChIJ-TU6cobmZzQRf-NvtuPEVwo,14002,10272,6862,1914,1606,1389,913,564
五結鄉,宜蘭縣五結鄉錦草五路２３８巷１１號,91.0,,特定農業區,甲種建築用地,1080926,土地1建物1車位0,三層,鋼筋混凝土造,861023.0,162.92,3,2,2,有,無,2820000.0,17309.0,,RPVNMLSKIIOFFAG78CA,140.07,8.8,14.05,,,2019,9,EkdOby4gMTEsIExhbmUgMjM4LCBKaW5jYW93dSBSZCwgV3VqaWUgVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2OCIwEi4KFAoSCe2hcJt572c0EQJJNmlAKmHVEAsqFAoSCTVbAZl572c0EYHTvB8WegQU,13991,11722,7952,7819,1175,1156,710,919
頭城鎮,宜蘭縣頭城鎮宜三路一段２４８巷３７號,176.84,,特定農業區,甲種建築用地,1080910,土地1建物1車位0,一層,鋼筋混凝土加強磚造,710403.0,63.75,3,1,1,有,無,3650000.0,57255.0,含增建或未登記建物。；,RPTNMLSJJIOFFBG68CA,63.75,0.0,0.0,,,2019,9,ChIJCcDH-fb5ZzQRuzWuhx22HHE,11758,13113,17388,22933,907,1223,1292,1554
宜蘭市,宜蘭縣宜蘭市武營街１０之１號,86.44,商,,,1080910,土地1建物1車位0,一層,磚造,,62.66,0,0,0,無,無,9500000.0,151612.0,一樓空地增建1.2樓另有共同壁占用賣方補償29萬元正,RPPPMLQKKIOFFBG48CA,54.06,8.6,0.0,,,2019,9,ChIJJY3a4cTkZzQREh_2y2pra9g,3636,638,4054,9686,627,251,680,1411
員山鄉,宜蘭縣員山鄉茄苳路３０之１０號,119.81,,鄉村區,乙種建築用地,1081003,土地1建物1車位0,二層,鋼筋混凝土加強磚造,820730.0,115.6,4,2,2,有,無,4550000.0,39360.0,有增建防火巷,RPXNMLLLJHPFFBG58CA,101.78,4.81,9.01,,,2019,10,Ej9Oby4gMzAsIEppYWRvbmcgUmQsIFl1YW5zaGFuIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjQiMBIuChQKEglZQGqccONnNBE1OoeSdWi0HxAeKhQKEglf9H9ieuNnNBEkbN8M7hSxCA,8717,6689,8304,11487,1060,952,867,1421
員山鄉,宜蘭縣員山鄉三鬮路１１巷３弄１２號,83.86,,特定農業區,甲種建築用地,1080807,土地1建物1車位0,三層,鋼筋混凝土造,850716.0,146.99,3,2,2,有,無,5520000.0,37554.0,增建:一樓空地、平台及陽台外推,RPPNMLTLIIOFFBG48CA,128.07,10.27,8.64,,,2019,8,ChIJ8fZEDoHkZzQRMxGbDz6zNCA,7436,5958,5967,11355,1119,815,611,1321
三星鄉,宜蘭縣三星鄉三星路二段９９巷３５號,113.28,,鄉村區,乙種建築用地,1080918,土地1建物1車位0,三層,鋼筋混凝土造,1030604.0,231.31,4,2,5,有,無,9060000.0,39168.0,含增建或未登記建物。；,RPUOMLOLIIOFFAG48CA,222.86,0.0,8.45,,,2019,9,ChIJ3bmSaTrhZzQRhWeQoFiy-rU,19776,14423,12636,7598,1874,1583,1181,1168
五結鄉,宜蘭縣五結鄉文昌路３１號,112.93,住,,,1080923,土地1建物1車位0,三層,見其他登記事項,1051202.0,218.92,4,2,5,有,無,12760000.0,58286.0,,RPPPMLLLIIOFFAG77CA,200.45,0.0,18.47,,,2019,9,ChIJyUvgB87lZzQR_dUMyVaGyMU,11449,7719,4308,2127,1148,932,456,421
五結鄉,宜蘭縣五結鄉五結中路二段３８９巷４５號,110.4,,特定農業區,甲種建築用地,1080825,土地2建物1車位0,三層,見其他登記事項,1050205.0,191.32,3,2,4,有,無,9900000.0,51746.0,,RPRNMLSKIIOFFAG38CA,176.57,0.0,14.75,,,2019,8,ElROby4gNDUsIExhbmUgMzg5LCBTZWN0aW9uIDIsIFd1amllemhvbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgntxhbY7OVnNBGDluvEp1OjTRAtKhQKEgnztFcm7eVnNBHtewZyaRxxnQ,12241,9972,5759,5014,1035,1016,618,674
五結鄉,宜蘭縣五結鄉利成路一段３１２巷５２號,191.58,,一般農業區,甲種建築用地,1080928,土地2建物1車位0,二層,鋼筋混凝土加強磚造,701230.0,128.26,2,0,2,有,無,3500000.0,27288.0,頂樓有增建。,RPROMLNKJIOFFAG08CA,128.26,0.0,0.0,,,2019,9,ChIJUf1LIbroZzQRrknZ3FaHGzo,19075,16806,12640,7164,1579,1560,1265,880
蘇澳鎮,宜蘭縣蘇澳鎮坪林路３９巷９號,80.92,住,,,1080916,土地1建物1車位0,二層,鋼筋混凝土加強磚造,650709.0,91.68,7,1,3,有,無,2920000.0,31850.0,含增建或未登記建物。；,RPXNMLRJJIOFFAG88CA,91.68,0.0,0.0,,,2019,9,ChIJ_SkUHT3oZzQRDO1BC-3tZYw,25499,23230,19064,12842,1634,1615,1458,1342
蘇澳鎮,宜蘭縣蘇澳鎮文中街71巷9弄5號,97.06,住,,,1080911,土地2建物1車位0,三層,鋼筋混凝土加強磚造,850419.0,167.58,5,3,3,有,無,4200000.0,25063.0,,RPQOMLOJJIOFFAG97CA,145.41,22.17,0.0,,,2019,9,ChIJm4o4UF7oZzQRKFAkCZW8hrM,23248,20979,16812,12646,1431,1412,1254,1002
蘇澳鎮,宜蘭縣蘇澳鎮漁港路１３５號,42.0,住,,,1080929,土地1建物1車位0,二層,鋼筋混凝土造,690805.0,63.48,4,2,3,有,無,3760000.0,59231.0,含增建或未登記建物。；,RPRNMLMJJIOFFAG77CA,63.48,0.0,0.0,,,2019,9,ChIJUXHoCNHpZzQR6-zvMY8uXdc,29687,27418,23252,19085,2068,2049,1891,1639
五結鄉,宜蘭縣五結鄉五結中路二段３６１巷１２號,80.18,,特定農業區,甲種建築用地,1080901,土地1建物1車位0,三層,鋼筋混凝土造,861113.0,164.12,4,2,3,有,無,8600000.0,52401.0,,RPWNMLSLIIOFFAG98CA,144.79,0.0,19.33,,,2019,9,ElROby4gMTIsIExhbmUgMzYxLCBTZWN0aW9uIDIsIFd1amllemhvbmcgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgmZUd0d7eVnNBFvdSoZ-L4qxRAMKhQKEgm7r8Id7eVnNBEknBo0gAXREQ,12263,9993,5780,4917,1067,1048,650,700
羅東鎮,宜蘭縣羅東鎮純精路一段７７巷２號,90.0,住,,,1080916,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690602.0,104.96,4,1,2,有,無,5600000.0,53354.0,,RPQOMLNLIIOFFAG97CA,104.96,0.0,0.0,,,2019,9,ChIJO6HtL4jmZzQR1rklXM3E8es,14695,10965,7554,1926,1719,1502,1026,505
蘇澳鎮,宜蘭縣蘇澳鎮龍祥二路7巷32號,66.0,,工業區,丁種建築用地,1081001,土地1建物1車位0,三層,鋼筋混凝土造,1070620.0,150.13,4,2,3,有,無,7050000.0,46959.0,,RPROMLMLIIOFFAG97CA,136.18,0.0,13.95,,,2019,10,EklOby4gMzIsIExhbmUgNywgTG9uZ3hpYW5nJ2VyIFJkLCBTdSdhbyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjcwIjASLgoUChIJhVXJdI7oZzQRNxazwD5bJWoQICoUChIJIcVObI7oZzQRL-zNovqIEF4,24917,22648,15168,9705,1591,1572,1401,1027
